"pathway","pval","padj","ES","NES","nMoreExtreme","size","main_pathway","leadingEdge"
"KEGG_TRYPTOPHAN_METABOLISM","0.00382555470543229","0.377777777777778","0.513654369450355","1.90753501122824","14","33","main","CYP1A1,CYP1B1,TPH1,AOX1,KMO,CYP1A2"
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","0.000706214689265537","0.377777777777778","0.286071067169994","1.54710023384712","1","234","main","IL24,IL1B,IL1A,VEGFA,CXCL2,INHBC,LIF,CTF1,IL11,IL3,IL21R,CCL7,CCL20,TNFRSF14,TNFRSF25,IL17RB,EDA,TGFB2,ACVRL1,TNFSF14,IL6,CCL21,PDGFB,HGF,CD40,FLT1,CCR7,CXCR3,IL17B,CXCR6,CSF2RA,TNFRSF12A,CLCF1,IL1R1,IL7R,IL21,FASLG,TNFRSF17,CXCL11,IL15,PDGFA,IL15RA,IL2RA,TNFRSF13B,OSMR,EPO,FLT4,CCL25,CXCR5,CXCL3,TGFBR2,IL6ST,CCL27,ACVR1B,FAS,IL22,BMPR1A,PRLR,IFNGR1"
"KEGG_PEROXISOME","0.00478697941598851","0.377777777777778","-0.396706609473072","-1.6355077917304","29","69","main","ACSL6,ACOX2,AMACR,ACOX3,ACSL5,SLC27A2,PEX12,PXMP4,ACOT8,PEX14,ECH1,PEX6,CAT,AGXT,ABCD4,IDH2,CRAT,PMVK,EHHADH,ACOX1,GSTK1,PEX2,MPV17,PEX16,BAAT,HMGCL,MLYCD,PEX11B,PEX7,ABCD1,SLC25A17,SCP2,PEX19,DDO,HAO1"
"REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS","0.00337894914681534","0.377777777777778","-0.594335903233348","-1.81435538775016","19","19","REACTOME_DAP12_SIGNALING","PIK3R1,EGFR,EGF,PIK3CA,GRB2,HRAS,SOS1,CDC37,SHC1,PLCG1"
"REACTOME_COLLAGEN_FORMATION","0.00222186954451674","0.377777777777778","-0.399680189094109","-1.6726566960062","13","75","REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES","COL21A1,LOX,COL4A3,DST,COL18A1,COL14A1,MMP9,ADAMTS3,COL3A1,COL5A2,COLGALT2,TLL1,COL5A1,LOXL1,P3H2,ITGB4,COL4A2,P4HA1,COL6A3,CTSV,TLL2,P4HB,CRTAP,CD151,P4HA2,COL4A1,COL1A2,COL7A1,COL15A1,PLOD3,COL5A3,COL8A1,PPIB,PCOLCE,BMP1,COL11A1,PLOD1,PXDN"
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES","0.000961384393526678","0.377777777777778","-0.449971446164045","-1.76542058765255","5","54","main","COL21A1,COL4A3,COL18A1,COL14A1,ADAMTS3,COL3A1,COL5A2,COLGALT2,TLL1,COL5A1,P3H2,COL4A2,P4HA1,COL6A3,TLL2,P4HB,CRTAP,P4HA2,COL4A1,COL1A2,COL7A1,COL15A1,PLOD3,COL5A3,COL8A1,PPIB,PCOLCE,BMP1,COL11A1,PLOD1"
"REACTOME_SIGNALING_BY_NTRKS","0.00255869957856713","0.377777777777778","-0.339808633658282","-1.56631674447619","16","130","main","PTPRO,DUSP3,RALGDS,SGK1,ADCYAP1R1,AP2A2,MAPK14,MAPKAPK2,ATF2,PIK3R1,MAP2K5,SH3GL3,RAPGEF1,DNM3,PPP2R1B,RPS6KA5,CDK5,DUSP6,PCSK6,FOS,ID3,ID2,PIK3CA,VRK3,GRB2,AP2M1,EGR4,STAT3,HRAS,EGR2,PPP2R5D,AP2S1,SOS1,SH3GL2,IRS1,REST,FYN,ID1,NELFB,ID4,DNM1,SHC1,RIT1,BAX,PCSK5,PLCG1,CLTC"
"REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX","0.00188066336125833","0.377777777777778","-0.634825854356132","-1.8751430537726","10","17","main","GGT5,MAPKAPK2,CYP4F2,CYP4B1,ALOX5,DPEP2,ALOX5AP,LTA4H"
"REACTOME_DAP12_SIGNALING","0.0014903129657228","0.377777777777778","-0.551104386007009","-1.84883231284493","8","27","main","VAV3,PIK3R1,SYK,PIK3CA,LCK,GRB2,KLRD1,HRAS,BTK,SOS1,FYN,SHC1,PLCG1"
"REACTOME_TIGHT_JUNCTION_INTERACTIONS","0.00440677966101695","0.377777777777778","-0.572149347567644","-1.79135461878868","25","21","main","CLDN1,CLDN18,F11R,CLDN17,PRKCI,PATJ,CLDN7,CLDN8,CLDN4,CLDN16,PARD6B,CLDN10,CLDN11"
