"pathway","pval","padj","ES","NES","nMoreExtreme","size","main_pathway","leadingEdge"
"KEGG_SPLICEOSOME","0.000273149412728763","0.0340226817878586","-0.372465644657114","-1.77759999320888","0","107","REACTOME_MRNA_SPLICING","HNRNPA3,SRSF7,RBM8A,U2AF2,SRSF1,HNRNPC,HNRNPA1,CDC40,LSM5,SNRNP200,NCBP2,SNRPE,NCBP1,PRPF3,SRSF5,MAGOHB,HSPA2,SRSF3,TRA2B,MAGOH,BUD31,SRSF2,PRPF38B,SRSF10,DDX23,TRA2A,SRSF6,HNRNPM,PPIE,WBP11,SMNDC1,LSM4,PQBP1,PRPF18,PRPF6,AQR,SNRPA1,DHX38,SF3B1,USP39,TCERG1,SF3B5,HSPA8,LSM8,SRSF8,DDX5,HSPA6,HSPA1L,DDX42,SNRPB,SYF2,SRSF9,LSM6,EIF4A3,PRPF19,HNRNPK,RBM22,SNW1,PPIH"
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","0.000143616257360333","0.0340226817878586","0.366832878299969","1.82765585146713","0","245","main","LHB,CALCRL,GABBR1,CHRNA9,NPY2R,GRIK5,TAAR2,CHRM2,GHRHR,GABRD,P2RX2,PRLR,FSHR,ADCYAP1R1,CHRND,GABRR2,P2RX5,P2RY2,CHRNA4,CHRNA10,ADRA1D,GRIN2B,GLRA3,P2RY4,GRM5,PTGER1,HTR7,ADORA2B,OPRK1,PTGER3,GRIK3,GZMA,GRM1,CHRNA3,MAS1,F2,PARD3,CNR1,GABRA4,VIPR1,ADRA1B,DRD4,CYSLTR2,GNRHR,HRH4,EDNRB,S1PR5,TSHR,SCTR,MC5R,FPR1,ADRB1,GRIN1,MC2R,DRD3,TBXA2R,TRPV1,ADRA1A,MTNR1B,HRH2,CHRNB4,CHRNB2,HTR4,AGTR2,LPAR1,GABRB1,CTSG,GABRP,CHRM5,GCGR,P2RX1,HRH3,PRSS2,GABRB3,DRD5,OPRM1,GRM8,MTNR1A,CRHR2,NR3C1,THRA,DRD2,GABBR2,AVPR1B,HTR1B,NPY1R,GPR50,F2RL2,CHRNA6,NTSR1,TSHB,NPFFR1,GRIK1,HTR2C,OPRL1,VIPR2,SSTR4,AVPR1A,LTB4R2,P2RY13,F2RL3,GRIA2"
"KEGG_CELL_CYCLE","0.000276166804750069","0.0340226817878586","-0.396048594786043","-1.9091533420717","0","114","main","CDKN1C,RBL1,TGFB2,SKP2,MCM4,ORC4,RAD21,SMAD4,EP300,ORC1,GADD45B,CDKN2C,CCNA2,ORC5,CDC23,BUB3,YWHAB,CREBBP,STAG1,CDK2,CDC25C,CHEK2,STAG2,CCNE2,CDC14B,SMAD2,PRKDC,CCND2,PCNA,ABL1,ANAPC5,MAD2L1,ESPL1,SKP1,MCM3,GSK3B,WEE1,TFDP1,PTTG2,BUB1,SMC3,CDK1,YWHAH,YWHAZ,MCM2,ANAPC10,MCM6"
"KEGG_ASTHMA","0.0001743679163034","0.0340226817878586","0.677708696735405","2.24882329562285","0","26","main","EPX,FCER1G,HLA-DOA,HLA-DQB1,IL10,IL5,HLA-DPA1,CD40LG,CD40,IL9,CCL11,MS4A2,HLA-DRA"
"REACTOME_NEURONAL_SYSTEM","0.000136184120931499","0.0340226817878586","0.302213396730053","1.56213534290274","0","346","main","NRG1,PLCB1,TUBAL3,SLITRK3,ACTN2,KCNN3,LIN7A,TUBB1,STX1A,GABBR1,NTRK3,BEGAIN,CHRNA9,GRIK5,CACNB1,SLC22A2,GAD2,SYN3,SLC1A7,PRKCG,COMT,SLC1A1,CHRND,GABRR2,CHRNA4,PRKCA,SYT2,DLGAP2,AP2A2,CACNA2D2,GRIN2B,KCNAB1,GLRA3,KCNK10,GRM5,PPFIA3,GRIK3,CACNB4,GLS,GRM1,SLC1A2,KCNQ1,ABCC9,EPB41L3,CHRNA3,SLC6A12,KCNA1,NAAA,GABRA4,GNG4,CACNA1A,GIT1,SNAP25,PTPRD,GNAI2,KCNH1,KCND3,GNAT3,SLC6A13,PRKAA2,SHANK2,ADCY1,ERBB4,GRIN1,KCNQ2,PTPRS,RASGRF1,NCALD,NSF,KCNH4,LRRTM4,KCNA4,CHRNB4,CHRNB2,GABRB1,RIMS1,SYT12,CAMK2A,KCNH6,DLGAP1,ADCY2,GABRB3,MDM2,NRXN3,SHARPIN,VAMP2,GABBR2,SLC17A7,KCNJ4,PTPRF,CAMKK2,ADCY3,MAPT,ALDH2,KCNC4,NRXN1,TUBA4B,PPFIA1,CHRNA6,KCNJ5,GNG3,KCNB1,CAMK2B,GRIK1,ADCY9,ADCY8,KCNN2,TSPAN7,ACHE,CASK,PRKACG,KCNK1"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","0.000311575011684063","0.0340226817878586","0.392325320604862","1.76345988549374","1","116","main","LHB,CALCRL,GHRH,TAAR2,GHRHR,CRH,FSHR,ADCYAP1R1,RAMP1,HTR7,ADORA2B,GNAS,VIP,PDE8A,AVP,GNG4,VIPR1,CALCA,CYSLTR2,GNAI2,GNAT3,TSHR,SCTR,MC5R,ADCY1,ADRB1,MC2R,GNAZ,IAPP,HRH2,GRK3,HTR4,PDE10A,PDE3B,GRK6,ADM2,ADCY2,DRD5,INSL3,CRHR2,ADCY3,PDE8B,GPR20,GRK5,GPR32,TSHB,GNG3,ADCY9,ADCY8,VIPR2"
"REACTOME_GPCR_LIGAND_BINDING","0.00013531799729364","0.0340226817878586","0.324640570960109","1.68766830678754","0","367","main","PNOC,CRHBP,FFAR2,GPR18,LHB,CALCRL,GABBR1,PENK,CXCL10,TAS2R14,NPY2R,GHRH,TAS2R16,TAAR2,CCL13,CHRM2,GHRHR,HCRT,CRH,CCL16,WNT6,TAS2R1,FSHR,ADCYAP1R1,GPR143,C5,CXCL9,P2RY2,RAMP1,CCR2,RRH,ADRA1D,TAS2R9,P2RY4,GRM5,PTGER1,HTR7,ADORA2B,OPRK1,PTGER3,UTS2,GRM1,GNAS,VIP,CMKLR1,F2,TAS2R4,GPR183,CNR1,AVP,GNG4,FZD7,VIPR1,CALCA,ADRA1B,DRD4,CCL5,CXCL13,CYSLTR2,GNRHR,CASR,WNT5A,KEL,HRH4,EDNRB,GPR65,GRP,S1PR5,TSHR,CCL11,CXCR3,SCTR,CCRL2,MC5R,FPR1,ADRB1,EDN2,MC2R,DRD3,TBXA2R,GPR17,ADRA1A,IAPP,C5AR2,MTNR1B,HRH2,HTR4,AGTR2,LPAR1,CXCR5,XCR1,CHRM5,HRH3,ADM2,FZD10,WNT2B,DRD5,INSL3,OPRM1,GRM8,MTNR1A,CRHR2,DRD2,ECE1,GABBR2,AVPR1B,CCL7,CXCR2,HTR1B,NPY1R,CX3CL1,WNT7A,NPY,TAS2R3,F2RL2,NTSR1,TSHB,NPFFR1,GNG3,HTR2C,GPR31,OPRL1,PTCH2,VIPR2,SSTR4,CCL25,AVPR1A,LTB4R2,P2RY13,F2RL3,CCR5,RXFP3"
"REACTOME_HOMOLOGY_DIRECTED_REPAIR","0.000275633958103638","0.0340226817878586","-0.359933023578439","-1.73279018541299","0","113","REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT","NBN,RAD51AP1,SUMO1,SIRT6,HUS1,MDC1,CCNA2,POLD1,BRCA2,BRCC3,H2BC4,CDK2,DNA2,RAD17,H2BC9,POLD3,NSD2,BRIP1,PCNA,TOP3A,ABL1,RFC1,RAD51D,RFC5,H2BC8,RPA1,MRE11,EXO1,RFC2,BRCA1,H4C1,FEN1,H4C4,H4C8,SUMO2,RMI1,RAD51,TOPBP1,LIG3,BARD1"
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT","0.000262881177707676","0.0340226817878586","-0.430836593238736","-1.93952853977508","0","79","main","NBN,SUMO1,HUS1,MDC1,BRCC3,H2BC4,YWHAB,DNA2,RAD17,H2BC9,CDC25C,CHEK2,NSD2,BRIP1,TOP3A,WEE1,RFC5,H2BC8,RPA1,MRE11,EXO1,CDK1,YWHAH,YWHAZ,RFC2,BRCA1,H4C1,H4C4,H4C8,RMI1,TOPBP1,BARD1,TP53,PIAS4"
"REACTOME_CELL_CYCLE_CHECKPOINTS","0.000333555703802535","0.0340226817878586","-0.310667641681222","-1.67746250615888","0","252","main","NBN,PAFAH1B1,NUP160,B9D2,CLIP1,DYNC1LI1,MCM4,MCM10,ORC4,SUMO1,HUS1,CENPI,DSN1,ORC1,PPP2CB,MDC1,CCNA2,ORC5,BRCC3,CDC23,BUB3,H2BC4,YWHAB,CDK2,UBE2D1,DNA2,RAD17,H2BC9,CDC25C,CHEK2,NSL1,NSD2,CCNE2,BRIP1,PSMB2,TOP3A,ANAPC5,SEH1L,MAD2L1,MCM3,SPC25,WEE1,RFC5,H2BC8,BUB1,RPA1,INCENP,MRE11,CKAP5,EXO1,CDK1,YWHAH,CENPU,PSMA7,YWHAZ,MCM2,RFC2,ANAPC10,MCM6,BRCA1,PSMD13,BIRC5,H4C1,H4C4,H4C8,RMI1,TOPBP1,BARD1,PPP1CC,NDC80,TP53,XPO1,PPP2R5C,MDM4,ERCC6L,PIAS4,KIF18A,DYNLL1,UBE2E1,MCM7,PSMA2,CDKN2A,MCM5,CDC6,RPS27A,CDC7,MAPRE1,YWHAQ,RAD1"
