pred_pressure,pressure
-0.01009499840438366,7.524743195898316
9.64995002746582,9.28229683217872
16.42247200012207,10.33682901394696
16.65924644470215,9.84471399578846
14.46716022491455,11.180454759361556
12.331758499145508,11.531965486617624
11.378975868225098,11.110152613910332
11.600061416625977,12.375591232032221
12.196008682250977,12.445893377483447
12.844903945922852,13.219216977446818
13.4335298538208,13.219216977446818
13.832127571105957,13.711331995605335
14.088643074035645,14.97677061372724
14.217386245727539,14.34405130466627
14.42886734008789,15.04707275917843
14.732695579528809,15.117374904629656
14.877654075622559,14.695562031922364
15.064176559448242,15.820396359141819
15.193744659423828,15.750094213690607
15.271327018737793,16.38281352275156
15.538324356079102,16.38281352275156
15.730781555175781,15.961000650044253
15.96493911743164,17.085834977263726
16.10804557800293,16.94523068636129
16.087825775146484,17.50764784997101
16.26519012451172,17.367043559068573
16.3917179107666,18.14036715903195
16.58345603942871,17.788856431775887
16.669708251953125,18.562180031739253
16.87952423095703,17.15613712271493
5.075924873352051,9.84471399578846
3.351968765258789,7.876253923154397
3.3909292221069336,8.227764650410476
4.190167427062988,7.384138904995879
5.062802791595459,6.751419595934944
5.277833938598633,7.7356496322519614
5.10315465927124,6.399908868678847
5.17067289352417,6.399908868678847
4.782013893127441,7.243534614093443
4.562694549560547,5.9077938505203464
4.68581485748291,6.610815305032508
4.407429218292236,6.329606723227638
4.474192142486572,6.259304577776413
4.45001220703125,6.8217217413861535
4.420404434204102,5.9780959959715565
4.736420631408691,6.399908868678847
4.811941623687744,6.610815305032508
4.974175930023193,6.962326032288589
5.05850887298584,6.540513159581282
5.123080253601074,6.8217217413861535
4.983850955963135,6.470211014130072
4.946968078613281,7.032628177739799
4.831667423248291,6.189002432325218
4.949946403503418,7.032628177739799
4.7577972412109375,6.8217217413861535
4.920492649078369,7.032628177739799
4.944792747497559,6.751419595934944
5.0067243576049805,7.102930323191009
4.950693130493164,5.696887414166684
5.0258660316467285,6.540513159581282
4.637479782104492,5.837491705069121
4.716709136962891,6.259304577776413
4.564518928527832,5.696887414166684
4.627351760864258,6.118700286873993
4.503579616546631,5.626585268715477
4.569483280181885,5.9780959959715565
4.466650009155273,5.55628312326425
4.522170066833496,5.696887414166684
4.4291157722473145,5.345376686910621
4.425129413604736,5.626585268715477
4.327888011932373,5.13447025055696
4.366576671600342,5.485980977813057
4.250094890594482,5.0641681051057486
4.296530723571777,5.204772396008185
4.2072553634643555,5.0641681051057486
4.204087734222412,5.204772396008185
4.167057037353516,4.993865959654523
4.189844608306885,5.0641681051057486
4.1411285400390625,5.13447025055696
-0.01514184195548296,5.0641681051057486
1.8064243793487549,6.751419595934944
9.605547904968262,12.305289086581011
18.281042098999023,18.70278432264168
23.92485809326172,24.53786239509263
26.546566009521484,27.842063231299797
27.9357852935791,27.20934392223884
28.1817569732666,26.365718176824235
26.66065216064453,25.311185995056
24.935033798217773,23.97544523148289
23.698137283325195,24.11604952238532
22.961809158325195,25.592394576860872
23.098739624023438,24.11604952238532
23.876739501953125,22.850610904263434
23.52920913696289,22.147589449751273
22.846399307250977,23.27242377697073
22.460418701171875,26.436020322275468
22.952728271484375,27.349948213141275
24.289270401000977,25.100279558702354
24.621591567993164,23.202121631519518
23.33643913269043,22.92091304971466
22.097288131713867,25.100279558702354
21.933563232421875,25.803301013214515
23.00761604309082,23.5536323587756
23.60654067993164,22.2178915952025
22.8590030670166,22.78030875881223
22.19313621520996,25.592394576860872
22.421064376831055,26.576624613177906
23.548477172851562,24.53786239509263
23.890596389770508,22.850610904263434
22.83112144470215,23.202121631519518
21.8321590423584,25.592394576860872
21.908283233642578,23.623934504226817
6.673729419708252,8.579275377666558
4.80841588973999,5.13447025055696
3.7137808799743652,7.313836759544668
4.132950305938721,7.243534614093444
5.364401340484619,7.173232468642234
5.939537048339844,7.173232468642234
6.036229610443115,7.243534614093444
5.925842761993408,7.032628177739799
5.788243770599365,6.892023886837379
5.620041847229004,6.962326032288589
5.483725070953369,6.8217217413861535
5.442304611206055,7.032628177739799
5.4140543937683105,6.962326032288589
5.4751996994018555,6.892023886837379
5.48762321472168,7.032628177739799
5.486971855163574,6.962326032288589
5.7590203285217285,6.681117450483718
5.938711643218994,7.80595177770317
5.918187141418457,7.173232468642234
6.126430988311768,7.524743195898317
5.990394592285156,7.243534614093444
5.9312663078308105,7.384138904995879
5.84351110458374,7.80595177770317
5.855276107788086,6.189002432325218
5.976172924041748,7.735649632251961
5.588746547698975,7.66534748680075
5.837553977966309,7.243534614093444
5.949888706207275,7.454441050447106
5.878815650939941,7.384138904995879
5.897327423095703,8.157462504959266
5.885771751403809,5.767189559617911
6.095508098602295,6.962326032288589
5.526892185211182,7.032628177739799
5.589450359344482,6.540513159581282
5.662194728851318,6.962326032288589
5.569606781005859,6.962326032288589
5.644004821777344,6.470211014130072
5.682728290557861,6.540513159581282
5.565883636474609,6.681117450483718
5.523894309997559,6.540513159581282
5.550570964813232,6.329606723227638
5.526086807250977,6.610815305032508
5.458502292633057,6.681117450483718
5.505857467651367,6.048398141422782
5.546234130859375,6.470211014130072
5.39975118637085,6.610815305032508
-0.010553802363574505,7.384138904995879
8.154518127441406,8.368368941312912
15.487982749938965,9.001088250373863
16.779193878173828,9.774411850337236
15.009982109069824,10.125922577593316
