fips2010,fips2000,fmr2,fmr0,fmr1,fmr3,fmr4,State,Metro_code,areaname,county,CouSub,countyname,county_town_name,pop2010,state_alpha,fmr_type,metro
0100199999,0100199999,822,587,682,1054,1425,1,METRO33860M33860,"Montgomery, AL MSA",1,99999,Autauga County,Autauga County,54571,AL,40,1
0100399999,0100399999,977,807,847,1422,1634,1,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",3,99999,Baldwin County,Baldwin County,182265,AL,40,1
0100599999,0100599999,671,501,505,839,958,1,NCNTY01005N01005,"Barbour County, AL",5,99999,Barbour County,Barbour County,27457,AL,40,0
0100799999,0100799999,866,665,751,1163,1298,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",7,99999,Bibb County,Bibb County,22915,AL,40,1
0100999999,0100999999,866,665,751,1163,1298,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",9,99999,Blount County,Blount County,57322,AL,40,1
0101199999,0101199999,621,491,494,853,856,1,NCNTY01011N01011,"Bullock County, AL",11,99999,Bullock County,Bullock County,10914,AL,40,0
0101399999,0101399999,621,464,467,849,1094,1,NCNTY01013N01013,"Butler County, AL",13,99999,Butler County,Butler County,20947,AL,40,0
0101599999,0101599999,630,437,474,818,918,1,METRO11500M11500,"Anniston-Oxford-Jacksonville, AL MSA",15,99999,Calhoun County,Calhoun County,118572,AL,40,1
0101799999,0101799999,751,476,601,940,1035,1,NCNTY01017N01017,"Chambers County, AL",17,99999,Chambers County,Chambers County,34215,AL,40,0
0101999999,0101999999,621,464,467,884,887,1,NCNTY01019N01019,"Cherokee County, AL",19,99999,Cherokee County,Cherokee County,25989,AL,40,0
0102199999,0102199999,621,484,538,904,1094,1,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",21,99999,Chilton County,Chilton County,43643,AL,40,1
0102399999,0102399999,685,512,515,857,978,1,NCNTY01023N01023,"Choctaw County, AL",23,99999,Choctaw County,Choctaw County,13859,AL,40,0
0102599999,0102599999,621,513,538,896,1003,1,NCNTY01025N01025,"Clarke County, AL",25,99999,Clarke County,Clarke County,25833,AL,40,0
0102799999,0102799999,621,513,538,884,887,1,NCNTY01027N01027,"Clay County, AL",27,99999,Clay County,Clay County,13932,AL,40,0
0102999999,0102999999,662,495,498,828,947,1,NCNTY01029N01029,"Cleburne County, AL",29,99999,Cleburne County,Cleburne County,14972,AL,40,0
0103199999,0103199999,661,546,552,962,1165,1,NCNTY01031N01031,"Coffee County, AL",31,99999,Coffee County,Coffee County,49948,AL,40,0
0103399999,0103399999,673,529,532,897,1091,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",33,99999,Colbert County,Colbert County,54428,AL,40,1
0103599999,0103599999,621,464,467,884,887,1,NCNTY01035N01035,"Conecuh County, AL",35,99999,Conecuh County,Conecuh County,13228,AL,40,0
0103799999,0103799999,683,540,543,912,976,1,NCNTY01037N01037,"Coosa County, AL",37,99999,Coosa County,Coosa County,11539,AL,40,0
0103999999,0103999999,621,464,467,820,1094,1,NCNTY01039N01039,"Covington County, AL",39,99999,Covington County,Covington County,37765,AL,40,0
0104199999,0104199999,621,477,480,818,1029,1,NCNTY01041N01041,"Crenshaw County, AL",41,99999,Crenshaw County,Crenshaw County,13906,AL,40,0
0104399999,0104399999,652,492,521,832,899,1,NCNTY01043N01043,"Cullman County, AL",43,99999,Cullman County,Cullman County,80406,AL,40,0
0104599999,0104599999,635,414,500,891,1119,1,NCNTY01045N01045,"Dale County, AL",45,99999,Dale County,Dale County,50251,AL,40,0
0104799999,0104799999,621,476,514,820,1021,1,NCNTY01047N01047,"Dallas County, AL",47,99999,Dallas County,Dallas County,43820,AL,40,0
0104999999,0104999999,797,597,601,1001,1099,1,NCNTY01049N01049,"DeKalb County, AL",49,99999,DeKalb County,DeKalb County,71109,AL,40,0
0105199999,0105199999,822,587,682,1054,1425,1,METRO33860M33860,"Montgomery, AL MSA",51,99999,Elmore County,Elmore County,79303,AL,40,1
0105399999,0105399999,621,513,538,799,882,1,NCNTY01053N01053,"Escambia County, AL",53,99999,Escambia County,Escambia County,38319,AL,40,0
0105599999,0105599999,716,527,545,896,1028,1,METRO23460M23460,"Gadsden, AL MSA",55,99999,Etowah County,Etowah County,104430,AL,40,1
0105799999,0105799999,621,495,538,884,887,1,NCNTY01057N01057,"Fayette County, AL",57,99999,Fayette County,Fayette County,17241,AL,40,0
0105999999,0105999999,621,495,523,777,887,1,NCNTY01059N01059,"Franklin County, AL",59,99999,Franklin County,Franklin County,31704,AL,40,0
0106199999,0106199999,656,508,511,883,1042,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",61,99999,Geneva County,Geneva County,26790,AL,40,1
0106399999,0106399999,621,491,494,884,887,1,NCNTY01063N01063,"Greene County, AL",63,99999,Greene County,Greene County,9045,AL,40,0
0106599999,0106599999,782,566,643,1004,1078,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",65,99999,Hale County,Hale County,15760,AL,40,1
0106799999,0106799999,621,513,538,784,1094,1,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",67,99999,Henry County,Henry County,17302,AL,40,1
0106999999,0106999999,656,508,511,883,1042,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",69,99999,Houston County,Houston County,101547,AL,40,1
0107199999,0107199999,644,409,528,806,888,1,NCNTY01071N01071,"Jackson County, AL",71,99999,Jackson County,Jackson County,53227,AL,40,0
0107399999,0107399999,866,665,751,1163,1298,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",73,99999,Jefferson County,Jefferson County,658466,AL,40,1
0107599999,0107599999,621,495,515,818,887,1,NCNTY01075N01075,"Lamar County, AL",75,99999,Lamar County,Lamar County,14564,AL,40,0
0107799999,0107799999,673,529,532,897,1091,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",77,99999,Lauderdale County,Lauderdale County,92709,AL,40,1
0107999999,0107999999,640,427,515,852,894,1,METRO19460M19460,"Decatur, AL MSA",79,99999,Lawrence County,Lawrence County,34339,AL,40,1
0108199999,0108199999,798,543,600,1075,1302,1,METRO12220M12220,"Auburn-Opelika, AL MSA",81,99999,Lee County,Lee County,140247,AL,40,1
0108399999,0108399999,746,541,620,1014,1314,1,METRO26620M26620,"Huntsville, AL MSA",83,99999,Limestone County,Limestone County,82782,AL,40,1
0108599999,0108599999,822,587,682,1054,1425,1,METRO33860M33860,"Montgomery, AL MSA",85,99999,Lowndes County,Lowndes County,11299,AL,40,1
0108799999,0108799999,621,472,475,904,1012,1,NCNTY01087N01087,"Macon County, AL",87,99999,Macon County,Macon County,21452,AL,40,0
0108999999,0108999999,746,541,620,1014,1314,1,METRO26620M26620,"Huntsville, AL MSA",89,99999,Madison County,Madison County,334811,AL,40,1
0109199999,0109199999,621,471,474,876,887,1,NCNTY01091N01091,"Marengo County, AL",91,99999,Marengo County,Marengo County,21027,AL,40,0
0109399999,0109399999,621,464,467,807,891,1,NCNTY01093N01093,"Marion County, AL",93,99999,Marion County,Marion County,30776,AL,40,0
0109599999,0109599999,621,464,467,853,856,1,NCNTY01095N01095,"Marshall County, AL",95,99999,Marshall County,Marshall County,93019,AL,40,0
0109799999,0109799999,892,727,732,1163,1346,1,METRO33660M33660,"Mobile, AL MSA",97,99999,Mobile County,Mobile County,412992,AL,40,1
0109999999,0109999999,621,495,538,860,1046,1,NCNTY01099N01099,"Monroe County, AL",99,99999,Monroe County,Monroe County,23068,AL,40,0
0110199999,0110199999,822,587,682,1054,1425,1,METRO33860M33860,"Montgomery, AL MSA",101,99999,Montgomery County,Montgomery County,229363,AL,40,1
0110399999,0110399999,640,427,515,852,894,1,METRO19460M19460,"Decatur, AL MSA",103,99999,Morgan County,Morgan County,119490,AL,40,1
0110599999,0110599999,621,507,510,884,887,1,NCNTY01105N01105,"Perry County, AL",105,99999,Perry County,Perry County,10591,AL,40,0
0110799999,0110799999,621,450,467,853,856,1,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",107,99999,Pickens County,Pickens County,19746,AL,40,1
0110999999,0110999999,654,540,549,898,901,1,NCNTY01109N01109,"Pike County, AL",109,99999,Pike County,Pike County,32899,AL,40,0
0111199999,0111199999,662,502,505,948,965,1,NCNTY01111N01111,"Randolph County, AL",111,99999,Randolph County,Randolph County,22913,AL,40,0
0111399999,0111399999,777,605,648,1082,1369,1,METRO17980M17980,"Columbus, GA-AL MSA",113,99999,Russell County,Russell County,52947,AL,40,1
0111599999,0111599999,866,665,751,1163,1298,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",115,99999,St. Clair County,St. Clair County,83593,AL,40,1
0111799999,0111799999,866,665,751,1163,1298,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",117,99999,Shelby County,Shelby County,195085,AL,40,1
0111999999,0111999999,736,550,554,921,1014,1,NCNTY01119N01119,"Sumter County, AL",119,99999,Sumter County,Sumter County,13763,AL,40,0
0112199999,0112199999,675,504,508,932,968,1,NCNTY01121N01121,"Talladega County, AL",121,99999,Talladega County,Talladega County,82291,AL,40,0
0112399999,0112399999,621,513,529,899,995,1,NCNTY01123N01123,"Tallapoosa County, AL",123,99999,Tallapoosa County,Tallapoosa County,41616,AL,40,0
0112599999,0112599999,782,566,643,1004,1078,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",125,99999,Tuscaloosa County,Tuscaloosa County,194656,AL,40,1
0112799999,0112799999,641,500,519,847,979,1,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",127,99999,Walker County,Walker County,67023,AL,40,1
0112999999,0112999999,621,464,467,826,887,1,NCNTY01129N01129,"Washington County, AL",129,99999,Washington County,Washington County,17581,AL,40,0
0113199999,0113199999,621,491,494,884,887,1,NCNTY01131N01131,"Wilcox County, AL",131,99999,Wilcox County,Wilcox County,11670,AL,40,0
0113399999,0113399999,621,464,467,887,1094,1,NCNTY01133N01133,"Winston County, AL",133,99999,Winston County,Winston County,24484,AL,40,0
0201399999,0201399999,1077,774,934,1347,1485,2,NCNTY02013N02013,"Aleutians East Borough, AK",13,99999,Aleutians East Borough,Aleutians East Borough,3141,AK,40,0
0201699999,0201699999,1691,1073,1272,2116,2625,2,NCNTY02016N02016,"Aleutians West Census Area, AK",16,99999,Aleutians West Census Area,Aleutians West Census Area,5561,AK,40,0
0202099999,0202099999,1293,888,1018,1882,2278,2,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",20,99999,Anchorage Municipality,Anchorage Municipality,291826,AK,40,1
0205099999,0205099999,1464,1052,1269,1832,2018,2,NCNTY02050N02050,"Bethel Census Area, AK",50,99999,Bethel Census Area,Bethel Census Area,17013,AK,40,0
0206099999,0206099999,1244,894,936,1558,1715,2,NCNTY02060N02060,"Bristol Bay Borough, AK",60,99999,Bristol Bay Borough,Bristol Bay Borough,997,AK,40,0
0206899999,0206899999,1579,1134,1237,2044,2451,2,NCNTY02068N02068,"Denali Borough, AK",68,99999,Denali Borough,Denali Borough,1826,AK,40,0
0207099999,0207099999,1192,856,1033,1611,1850,2,NCNTY02070N02070,"Dillingham Census Area, AK",70,99999,Dillingham Census Area,Dillingham Census Area,4847,AK,40,0
0209099999,0209099999,1267,804,953,1844,2232,2,METRO21820M21820,"Fairbanks, AK MSA",90,99999,Fairbanks North Star Borough,Fairbanks North Star Borough,97581,AK,40,1
0210099999,0210099999,1007,723,873,1303,1563,2,NCNTY02100N02100,"Haines Borough, AK",100,99999,Haines Borough,Haines Borough,2508,AK,40,0
0210599999,0210599999,861,546,674,1182,1187,2,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",105,99999,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2150,AK,40,0
0211099999,0211099999,1466,930,1103,2109,2348,2,NCNTY02110N02110,"Juneau City and Borough, AK",110,99999,Juneau City and Borough,Juneau City and Borough,31275,AK,40,0
0212299999,0212299999,1113,862,867,1453,1772,2,NCNTY02122N02122,"Kenai Peninsula Borough, AK",122,99999,Kenai Peninsula Borough,Kenai Peninsula Borough,55400,AK,40,0
0213099999,0213099999,1317,836,1006,1722,2280,2,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",130,99999,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13477,AK,40,0
0215099999,0215099999,1096,902,950,1595,1931,2,NCNTY02150N02150,"Kodiak Island Borough, AK",150,99999,Kodiak Island Borough,Kodiak Island Borough,13592,AK,40,0
0216499999,0216499999,910,654,789,1138,1413,2,NCNTY02164N02164,"Lake and Peninsula Borough, AK",164,99999,Lake and Peninsula Borough,Lake and Peninsula Borough,1631,AK,40,0
0217099999,0217099999,1041,660,783,1515,1834,2,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",170,99999,Matanuska-Susitna Borough,Matanuska-Susitna Borough,88995,AK,40,1
0218099999,0218099999,1582,1004,1239,1979,2181,2,NCNTY02180N02180,"Nome Census Area, AK",180,99999,Nome Census Area,Nome Census Area,9492,AK,40,0
0218599999,0218599999,1231,948,1067,1648,2169,2,NCNTY02185N02185,"North Slope Borough, AK",185,99999,North Slope Borough,North Slope Borough,9430,AK,40,0
0218899999,0218899999,1262,1043,1094,1579,1740,2,NCNTY02188N02188,"Northwest Arctic Borough, AK",188,99999,Northwest Arctic Borough,Northwest Arctic Borough,7523,AK,40,0
0219599999,0219599999,1060,673,798,1326,1461,2,NCNTY02195N02195,"Petersburg Census Area, AK",195,99999,Petersburg Census Area,Petersburg Census Area,3815,AK,40,0
0219899999,0219899999,1062,822,828,1329,1464,2,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",198,99999,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,5559,AK,40,0
0222099999,0222099999,1278,895,989,1774,1984,2,NCNTY02220N02220,"Sitka City and Borough, AK",220,99999,Sitka City and Borough,Sitka City and Borough,8881,AK,40,0
0223099999,0223099999,1414,1016,1093,2058,2195,2,NCNTY02230N02230,"Skagway Municipality, AK",230,99999,Skagway Municipality,Skagway Municipality,968,AK,40,0
0224099999,0224099999,1223,878,1060,1780,2155,2,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",240,99999,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,7029,AK,40,0
0226199999,0226199999,1139,851,857,1425,1768,2,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",261,99999,Valdez-Cordova Census Area,Valdez-Cordova Census Area,9636,AK,40,0
0227099999,0227099999,971,697,760,1215,1338,2,NCNTY02270N02270,"Wade Hampton Census Area, AK",270,99999,Wade Hampton Census Area,Wade Hampton Census Area,7459,AK,40,0
0227599999,0227599999,1010,725,760,1358,1568,2,NCNTY02275N02275,"Wrangell City and Borough, AK",275,99999,Wrangell City and Borough,Wrangell City and Borough,2369,AK,40,0
0228299999,0228299999,1182,849,926,1479,1835,2,NCNTY02282N02282,"Yakutat City and Borough, AK",282,99999,Yakutat City and Borough,Yakutat City and Borough,662,AK,40,0
0229099999,0229099999,789,595,599,987,1390,2,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",290,99999,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5588,AK,40,0
0400199999,0400199999,681,486,558,973,1154,4,NCNTY04001N04001,"Apache County, AZ",1,99999,Apache County,Apache County,71518,AZ,40,0
0400399999,0400399999,747,594,598,1060,1316,4,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",3,99999,Cochise County,Cochise County,131346,AZ,40,1
0400599999,0400599999,1037,704,835,1309,1551,4,METRO22380M22380,"Flagstaff, AZ MSA",5,99999,Coconino County,Coconino County,134421,AZ,40,1
0400799999,0400799999,801,599,603,1064,1104,4,NCNTY04007N04007,"Gila County, AZ",7,99999,Gila County,Gila County,53597,AZ,40,0
0400999999,0400999999,737,569,615,1073,1282,4,NCNTY04009N04009,"Graham County, AZ",9,99999,Graham County,Graham County,37220,AZ,40,0
0401199999,0401199999,681,515,518,852,939,4,NCNTY04011N04011,"Greenlee County, AZ",11,99999,Greenlee County,Greenlee County,8437,AZ,40,0
0401299999,0401299999,719,537,541,900,1267,4,NCNTY04012N04012,"La Paz County, AZ",12,99999,La Paz County,La Paz County,20489,AZ,40,0
0401399999,0401399999,944,624,757,1374,1594,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",13,99999,Maricopa County,Maricopa County,3817117,AZ,40,1
0401599999,0401599999,762,529,602,1092,1178,4,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",15,99999,Mohave County,Mohave County,200186,AZ,40,1
0401799999,0401799999,748,592,596,1013,1171,4,NCNTY04017N04017,"Navajo County, AZ",17,99999,Navajo County,Navajo County,107449,AZ,40,0
0401999999,0401999999,867,550,652,1262,1493,4,METRO46060M46060,"Tucson, AZ MSA",19,99999,Pima County,Pima County,980263,AZ,40,1
0402199999,0402199999,944,624,757,1374,1594,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",21,99999,Pinal County,Pinal County,375770,AZ,40,1
0402399999,0402399999,681,509,512,929,939,4,NCNTY04023N04023,"Santa Cruz County, AZ",23,99999,Santa Cruz County,Santa Cruz County,47420,AZ,40,0
0402599999,0402599999,901,683,688,1312,1370,4,METRO39140M39140,"Prescott, AZ MSA",25,99999,Yavapai County,Yavapai County,211033,AZ,40,1
0402799999,0402799999,870,639,655,1266,1523,4,METRO49740M49740,"Yuma, AZ MSA",27,99999,Yuma County,Yuma County,195751,AZ,40,1
0500199999,0500199999,611,476,490,818,918,5,NCNTY05001N05001,"Arkansas County, AR",1,99999,Arkansas County,Arkansas County,19019,AR,40,0
0500399999,0500399999,611,476,507,795,842,5,NCNTY05003N05003,"Ashley County, AR",3,99999,Ashley County,Ashley County,21853,AR,40,0
0500599999,0500599999,659,493,496,901,955,5,NCNTY05005N05005,"Baxter County, AR",5,99999,Baxter County,Baxter County,41513,AR,40,0
0500799999,0500799999,748,546,578,1079,1318,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",7,99999,Benton County,Benton County,221339,AR,40,1
0500999999,0500999999,623,466,469,892,1057,5,NCNTY05009N05009,"Boone County, AR",9,99999,Boone County,Boone County,36903,AR,40,0
0501199999,0501199999,688,440,518,861,948,5,NCNTY05011N05011,"Bradley County, AR",11,99999,Bradley County,Bradley County,11508,AR,40,0
0501399999,0501399999,622,484,539,791,907,5,NCNTY05013N05013,"Calhoun County, AR",13,99999,Calhoun County,Calhoun County,5368,AR,40,0
0501599999,0501599999,642,530,550,852,929,5,NCNTY05015N05015,"Carroll County, AR",15,99999,Carroll County,Carroll County,27446,AR,40,0
0501799999,0501799999,611,476,486,889,891,5,NCNTY05017N05017,"Chicot County, AR",17,99999,Chicot County,Chicot County,11800,AR,40,0
0501999999,0501999999,611,457,460,845,947,5,NCNTY05019N05019,"Clark County, AR",19,99999,Clark County,Clark County,22995,AR,40,0
0502199999,0502199999,611,457,460,867,870,5,NCNTY05021N05021,"Clay County, AR",21,99999,Clay County,Clay County,16083,AR,40,0
0502399999,0502399999,660,493,497,961,995,5,NCNTY05023N05023,"Cleburne County, AR",23,99999,Cleburne County,Cleburne County,25970,AR,40,0
0502599999,0502599999,659,429,509,824,1002,5,METRO38220M38220,"Pine Bluff, AR MSA",25,99999,Cleveland County,Cleveland County,8689,AR,40,1
0502799999,0502799999,611,476,529,889,947,5,NCNTY05027N05027,"Columbia County, AR",27,99999,Columbia County,Columbia County,24552,AR,40,0
0502999999,0502999999,688,514,518,861,1072,5,NCNTY05029N05029,"Conway County, AR",29,99999,Conway County,Conway County,21273,AR,40,0
0503199999,0503199999,735,466,607,1009,1013,5,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",31,99999,Craighead County,Craighead County,96443,AR,40,1
0503399999,0503399999,679,493,511,901,1100,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",33,99999,Crawford County,Crawford County,61948,AR,40,1
0503599999,0503599999,835,631,707,1137,1331,5,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",35,99999,Crittenden County,Crittenden County,50902,AR,40,1
0503799999,0503799999,670,501,504,849,924,5,NCNTY05037N05037,"Cross County, AR",37,99999,Cross County,Cross County,17870,AR,40,0
0503999999,0503999999,611,457,460,869,872,5,NCNTY05039N05039,"Dallas County, AR",39,99999,Dallas County,Dallas County,8116,AR,40,0
0504199999,0504199999,611,457,460,834,891,5,NCNTY05041N05041,"Desha County, AR",41,99999,Desha County,Desha County,13008,AR,40,0
0504399999,0504399999,618,462,465,825,852,5,NCNTY05043N05043,"Drew County, AR",43,99999,Drew County,Drew County,18509,AR,40,0
0504599999,0504599999,814,581,673,1096,1304,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",45,99999,Faulkner County,Faulkner County,113237,AR,40,1
0504799999,0504799999,611,457,460,764,891,5,NCNTY05047N05047,"Franklin County, AR",47,99999,Franklin County,Franklin County,18125,AR,40,0
0504999999,0504999999,611,457,460,847,850,5,NCNTY05049N05049,"Fulton County, AR",49,99999,Fulton County,Fulton County,12245,AR,40,0
0505199999,0505199999,765,526,576,963,1150,5,METRO26300M26300,"Hot Springs, AR MSA",51,99999,Garland County,Garland County,96024,AR,40,1
0505399999,0505399999,622,442,539,905,1096,5,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",53,99999,Grant County,Grant County,17853,AR,40,1
0505599999,0505599999,658,512,532,868,1071,5,NCNTY05055N05055,"Greene County, AR",55,99999,Greene County,Greene County,42090,AR,40,0
0505799999,0505799999,613,477,508,824,845,5,NCNTY05057N05057,"Hempstead County, AR",57,99999,Hempstead County,Hempstead County,22609,AR,40,0
0505999999,0505999999,649,505,563,837,997,5,NCNTY05059N05059,"Hot Spring County, AR",59,99999,Hot Spring County,Hot Spring County,32923,AR,40,0
0506199999,0506199999,611,388,460,781,938,5,NCNTY05061N05061,"Howard County, AR",61,99999,Howard County,Howard County,13789,AR,40,0
0506399999,0506399999,611,457,460,772,902,5,NCNTY05063N05063,"Independence County, AR",63,99999,Independence County,Independence County,36647,AR,40,0
0506599999,0506599999,611,476,486,836,897,5,NCNTY05065N05065,"Izard County, AR",65,99999,Izard County,Izard County,13696,AR,40,0
0506799999,0506799999,611,388,460,764,928,5,NCNTY05067N05067,"Jackson County, AR",67,99999,Jackson County,Jackson County,17997,AR,40,0
0506999999,0506999999,659,429,509,824,1002,5,METRO38220M38220,"Pine Bluff, AR MSA",69,99999,Jefferson County,Jefferson County,77435,AR,40,1
0507199999,0507199999,638,477,480,815,879,5,NCNTY05071N05071,"Johnson County, AR",71,99999,Johnson County,Johnson County,25540,AR,40,0
0507399999,0507399999,611,457,460,788,929,5,NCNTY05073N05073,"Lafayette County, AR",73,99999,Lafayette County,Lafayette County,7645,AR,40,0
0507599999,0507599999,611,473,476,822,903,5,NCNTY05075N05075,"Lawrence County, AR",75,99999,Lawrence County,Lawrence County,17415,AR,40,0
0507799999,0507799999,611,457,460,764,910,5,NCNTY05077N05077,"Lee County, AR",77,99999,Lee County,Lee County,10424,AR,40,0
0507999999,0507999999,659,429,509,824,1002,5,METRO38220M38220,"Pine Bluff, AR MSA",79,99999,Lincoln County,Lincoln County,14134,AR,40,1
0508199999,0508199999,611,435,460,764,850,5,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",81,99999,Little River County,Little River County,13171,AR,40,1
0508399999,0508399999,611,484,497,867,925,5,NCNTY05083N05083,"Logan County, AR",83,99999,Logan County,Logan County,22353,AR,40,0
0508599999,0508599999,814,581,673,1096,1304,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",85,99999,Lonoke County,Lonoke County,68356,AR,40,1
0508799999,0508799999,748,546,578,1079,1318,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",87,99999,Madison County,Madison County,15717,AR,40,1
0508999999,0508999999,611,424,465,780,1067,5,NCNTY05089N05089,"Marion County, AR",89,99999,Marion County,Marion County,16653,AR,40,0
0509199999,0509199999,720,502,573,920,1012,5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",91,99999,Miller County,Miller County,43462,AR,40,1
0509399999,0509399999,625,467,470,813,861,5,NCNTY05093N05093,"Mississippi County, AR",93,99999,Mississippi County,Mississippi County,46480,AR,40,0
0509599999,0509599999,611,459,462,765,1077,5,NCNTY05095N05095,"Monroe County, AR",95,99999,Monroe County,Monroe County,8149,AR,40,0
0509799999,0509799999,611,457,460,764,891,5,NCNTY05097N05097,"Montgomery County, AR",97,99999,Montgomery County,Montgomery County,9487,AR,40,0
0509999999,0509999999,615,460,463,811,848,5,NCNTY05099N05099,"Nevada County, AR",99,99999,Nevada County,Nevada County,8997,AR,40,0
0510199999,0510199999,611,457,460,860,891,5,NCNTY05101N05101,"Newton County, AR",101,99999,Newton County,Newton County,8330,AR,40,0
0510399999,0510399999,611,505,530,822,983,5,NCNTY05103N05103,"Ouachita County, AR",103,99999,Ouachita County,Ouachita County,26120,AR,40,0
0510599999,0510599999,814,581,673,1096,1304,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",105,99999,Perry County,Perry County,10445,AR,40,1
0510799999,0510799999,611,457,460,889,1077,5,NCNTY05107N05107,"Phillips County, AR",107,99999,Phillips County,Phillips County,21757,AR,40,0
0510999999,0510999999,611,505,530,764,842,5,NCNTY05109N05109,"Pike County, AR",109,99999,Pike County,Pike County,11291,AR,40,0
0511199999,0511199999,632,490,493,866,937,5,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",111,99999,Poinsett County,Poinsett County,24583,AR,40,1
0511399999,0511399999,611,457,460,810,994,5,NCNTY05113N05113,"Polk County, AR",113,99999,Polk County,Polk County,20662,AR,40,0
0511599999,0511599999,645,490,494,917,1113,5,NCNTY05115N05115,"Pope County, AR",115,99999,Pope County,Pope County,61754,AR,40,0
0511799999,0511799999,611,460,463,875,1077,5,NCNTY05117N05117,"Prairie County, AR",117,99999,Prairie County,Prairie County,8715,AR,40,0
0511999999,0511999999,814,581,673,1096,1304,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",119,99999,Pulaski County,Pulaski County,382748,AR,40,1
0512199999,0512199999,611,457,460,764,891,5,NCNTY05121N05121,"Randolph County, AR",121,99999,Randolph County,Randolph County,17969,AR,40,0
0512399999,0512399999,611,476,484,889,1077,5,NCNTY05123N05123,"St. Francis County, AR",123,99999,St. Francis County,St. Francis County,28258,AR,40,0
0512599999,0512599999,814,581,673,1096,1304,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",125,99999,Saline County,Saline County,107118,AR,40,1
0512799999,0512799999,611,457,460,764,891,5,NCNTY05127N05127,"Scott County, AR",127,99999,Scott County,Scott County,11233,AR,40,0
0512999999,0512999999,611,476,523,877,891,5,NCNTY05129N05129,"Searcy County, AR",129,99999,Searcy County,Searcy County,8195,AR,40,0
0513199999,0513199999,679,493,511,901,1100,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",131,99999,Sebastian County,Sebastian County,125744,AR,40,1
0513399999,0513399999,611,457,460,764,842,5,NCNTY05133N05133,"Sevier County, AR",133,99999,Sevier County,Sevier County,17058,AR,40,0
0513599999,0513599999,611,388,460,837,883,5,NCNTY05135N05135,"Sharp County, AR",135,99999,Sharp County,Sharp County,17264,AR,40,0
0513799999,0513799999,618,462,465,792,852,5,NCNTY05137N05137,"Stone County, AR",137,99999,Stone County,Stone County,12394,AR,40,0
0513999999,0513999999,670,542,553,838,1017,5,NCNTY05139N05139,"Union County, AR",139,99999,Union County,Union County,41639,AR,40,0
