fips2010,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,state,cbsasub21,areaname21,county,cousub,cntyname,name,pop2017,hu2017,state_alpha
0100199999,685,820,972,1229,1628,1,METRO33860M33860,"Montgomery, AL MSA",1,99999,Autauga County,Autauga County,55035,23152,AL
0100399999,821,827,1054,1428,1810,1,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",3,99999,Baldwin County,Baldwin County,203360,110023,AL
0100599999,519,523,689,857,965,1,NCNTY01005N01005,"Barbour County, AL",5,99999,Barbour County,Barbour County,26200,11918,AL
0100799999,891,950,1093,1421,1537,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",7,99999,Bibb County,Bibb County,22580,9112,AL
0100999999,891,950,1093,1421,1537,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",9,99999,Blount County,Blount County,57665,24161,AL
0101199999,554,571,734,913,1077,1,NCNTY01011N01011,"Bullock County, AL",11,99999,Bullock County,Bullock County,10480,4516,AL
0101399999,523,608,693,862,1017,1,NCNTY01013N01013,"Butler County, AL",13,99999,Butler County,Butler County,20125,10008,AL
0101599999,510,580,764,998,1156,1,METRO11500M11500,"Anniston-Oxford-Jacksonville, AL MSA",15,99999,Calhoun County,Calhoun County,115525,53655,AL
0101799999,592,688,825,1060,1160,1,NCNTY01017N01017,"Chambers County, AL",17,99999,Chambers County,Chambers County,33895,16989,AL
0101999999,503,505,666,921,925,1,NCNTY01019N01019,"Cherokee County, AL",19,99999,Cherokee County,Cherokee County,25855,16466,AL
0102199999,657,691,788,1128,1172,1,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",21,99999,Chilton County,Chilton County,43805,19518,AL
0102399999,494,496,654,813,939,1,NCNTY01023N01023,"Choctaw County, AL",23,99999,Choctaw County,Choctaw County,13190,7329,AL
0102599999,479,493,634,907,930,1,NCNTY01025N01025,"Clarke County, AL",25,99999,Clarke County,Clarke County,24625,12704,AL
0102799999,479,556,634,868,1060,1,NCNTY01027N01027,"Clay County, AL",27,99999,Clay County,Clay County,13405,6797,AL
0102999999,479,481,634,892,930,1,NCNTY01029N01029,"Cleburne County, AL",29,99999,Cleburne County,Cleburne County,14940,6781,AL
0103199999,562,593,744,1065,1273,1,NCNTY01031N01031,"Coffee County, AL",31,99999,Coffee County,Coffee County,51075,23038,AL
0103399999,562,621,801,1010,1299,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",33,99999,Colbert County,Colbert County,54435,26333,AL
0103599999,479,532,634,907,930,1,NCNTY01035N01035,"Conecuh County, AL",35,99999,Conecuh County,Conecuh County,12650,7125,AL
0103799999,549,552,727,904,1067,1,NCNTY01037N01037,"Coosa County, AL",37,99999,Coosa County,Coosa County,10955,6527,AL
0103999999,487,507,645,861,1062,1,NCNTY01039N01039,"Covington County, AL",39,99999,Covington County,Covington County,37520,18890,AL
0104199999,479,481,634,789,930,1,NCNTY01041N01041,"Crenshaw County, AL",41,99999,Crenshaw County,Crenshaw County,13865,6775,AL
0104399999,542,593,729,985,989,1,NCNTY01043N01043,"Cullman County, AL",43,99999,Cullman County,Cullman County,81705,37524,AL
0104599999,543,546,658,923,1139,1,NCNTY01045N01045,"Dale County, AL",45,99999,Dale County,Dale County,49395,23000,AL
0104799999,522,528,686,853,930,1,NCNTY01047N01047,"Dallas County, AL",47,99999,Dallas County,Dallas County,40755,20309,AL
0104999999,426,501,646,868,954,1,NCNTY01049N01049,"DeKalb County, AL",49,99999,DeKalb County,DeKalb County,71195,31384,AL
0105199999,685,820,972,1229,1628,1,METRO33860M33860,"Montgomery, AL MSA",51,99999,Elmore County,Elmore County,80990,33798,AL
0105399999,495,555,656,837,1025,1,NCNTY01053N01053,"Escambia County, AL",53,99999,Escambia County,Escambia County,37620,16556,AL
0105599999,598,602,771,970,1077,1,METRO23460M23460,"Gadsden, AL MSA",55,99999,Etowah County,Etowah County,103130,47639,AL
0105799999,479,556,634,802,930,1,NCNTY01057N01057,"Fayette County, AL",57,99999,Fayette County,Fayette County,16655,8453,AL
0105999999,490,552,649,815,1068,1,NCNTY01059N01059,"Franklin County, AL",59,99999,Franklin County,Franklin County,31505,14132,AL
0106199999,579,583,753,985,1128,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",61,99999,Geneva County,Geneva County,26570,12756,AL
0106399999,482,560,638,845,865,1,NCNTY01063N01063,"Greene County, AL",63,99999,Greene County,Greene County,8535,5056,AL
0106599999,742,747,901,1140,1222,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",65,99999,Hale County,Hale County,14995,7753,AL
0106799999,511,552,659,892,1141,1,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",67,99999,Henry County,Henry County,17110,9055,AL
0106999999,579,583,753,985,1128,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",69,99999,Houston County,Houston County,104110,46869,AL
0107199999,486,609,737,917,1081,1,NCNTY01071N01071,"Jackson County, AL",71,99999,Jackson County,Jackson County,52325,25019,AL
0107399999,891,950,1093,1421,1537,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",73,99999,Jefferson County,Jefferson County,659460,306110,AL
0107599999,479,545,634,857,860,1,NCNTY01075N01075,"Lamar County, AL",75,99999,Lamar County,Lamar County,14020,7390,AL
0107799999,562,621,801,1010,1299,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",77,99999,Lauderdale County,Lauderdale County,92590,44537,AL
0107999999,532,601,741,968,1005,1,METRO19460M19460,"Decatur, AL MSA",79,99999,Lawrence County,Lawrence County,33290,15347,AL
0108199999,634,672,885,1158,1318,1,METRO12220M12220,"Auburn-Opelika, AL MSA",81,99999,Lee County,Lee County,156595,67087,AL
0108399999,634,743,883,1172,1492,1,METRO26620M26620,"Huntsville, AL MSA",83,99999,Limestone County,Limestone County,91695,35859,AL
0108599999,685,820,972,1229,1628,1,METRO33860M33860,"Montgomery, AL MSA",85,99999,Lowndes County,Lowndes County,10360,5158,AL
0108799999,525,527,695,864,1203,1,NCNTY01087N01087,"Macon County, AL",87,99999,Macon County,Macon County,19360,10264,AL
0108999999,634,743,883,1172,1492,1,METRO26620M26620,"Huntsville, AL MSA",89,99999,Madison County,Madison County,353215,157000,AL
0109199999,482,560,638,882,1105,1,NCNTY01091N01091,"Marengo County, AL",91,99999,Marengo County,Marengo County,19745,10307,AL
0109399999,479,481,634,857,1098,1,NCNTY01093N01093,"Marion County, AL",93,99999,Marion County,Marion County,30060,14811,AL
0109599999,524,527,687,916,932,1,NCNTY01095N01095,"Marshall County, AL",95,99999,Marshall County,Marshall County,94740,40590,AL
0109799999,690,707,886,1180,1303,1,METRO33660M33660,"Mobile, AL MSA",97,99999,Mobile County,Mobile County,414330,182505,AL
0109999999,479,556,634,789,925,1,NCNTY01099N01099,"Monroe County, AL",99,99999,Monroe County,Monroe County,21745,11375,AL
0110199999,685,820,972,1229,1628,1,METRO33860M33860,"Montgomery, AL MSA",101,99999,Montgomery County,Montgomery County,227120,103967,AL
0110399999,532,601,741,968,1005,1,METRO19460M19460,"Decatur, AL MSA",103,99999,Morgan County,Morgan County,119155,51778,AL
0110599999,483,561,640,796,951,1,NCNTY01105N01105,"Perry County, AL",105,99999,Perry County,Perry County,9680,4748,AL
0110799999,490,493,634,857,860,1,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",107,99999,Pickens County,Pickens County,20170,9538,AL
0110999999,564,638,747,979,1096,1,NCNTY01109N01109,"Pike County, AL",109,99999,Pike County,Pike County,33285,16010,AL
0111199999,479,556,634,857,860,1,NCNTY01111N01111,"Randolph County, AL",111,99999,Randolph County,Randolph County,22530,12043,AL
0111399999,697,775,900,1209,1558,1,METRO17980M17980,"Columbus, GA-AL MSA",113,99999,Russell County,Russell County,58480,27170,AL
0111599999,891,950,1093,1421,1537,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",115,99999,St. Clair County,St. Clair County,86935,36524,AL
0111799999,891,950,1093,1421,1537,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",117,99999,Shelby County,Shelby County,208720,85043,AL
0111999999,604,623,800,995,1085,1,NCNTY01119N01119,"Sumter County, AL",119,99999,Sumter County,Sumter County,13085,6833,AL
0112199999,543,546,719,937,1053,1,NCNTY01121N01121,"Talladega County, AL",121,99999,Talladega County,Talladega County,80890,37563,AL
0112399999,520,546,686,964,1166,1,NCNTY01123N01123,"Tallapoosa County, AL",123,99999,Tallapoosa County,Tallapoosa County,40755,22258,AL
0112599999,742,747,901,1140,1222,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",125,99999,Tuscaloosa County,Tuscaloosa County,204425,89419,AL
0112799999,575,579,763,949,1035,1,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",127,99999,Walker County,Walker County,64925,30988,AL
0112999999,587,605,777,1021,1140,1,NCNTY01129N01129,"Washington County, AL",129,99999,Washington County,Washington County,16745,8481,AL
0113199999,500,509,663,825,973,1,NCNTY01131N01131,"Wilcox County, AL",131,99999,Wilcox County,Wilcox County,10920,5709,AL
0113399999,479,481,634,907,909,1,NCNTY01133N01133,"Winston County, AL",133,99999,Winston County,Winston County,23970,13594,AL
0201399999,817,890,1164,1448,1578,2,NCNTY02013N02013,"Aleutians East Borough, AK",13,99999,Aleutians East Borough,Aleutians East Borough,3340,1051,AK
0201699999,1159,1332,1756,2184,2624,2,NCNTY02016N02016,"Aleutians West Census Area, AK",16,99999,Aleutians West Census Area,Aleutians West Census Area,5785,1980,AK
0202099999,937,989,1303,1865,2256,2,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",20,99999,Anchorage Municipality,Anchorage Municipality,298225,115748,AK
0205099999,1230,1509,1732,2154,2349,2,NCNTY02050N02050,"Bethel Census Area, AK",50,99999,Bethel Census Area,Bethel Census Area,17955,5995,AK
0206099999,763,825,1087,1556,1667,2,NCNTY02060N02060,"Bristol Bay Borough, AK",60,99999,Bristol Bay Borough,Bristol Bay Borough,915,941,AK
0206899999,1070,1165,1524,1896,2278,2,NCNTY02068N02068,"Denali Borough, AK",68,99999,Denali Borough,Denali Borough,2305,1669,AK
0207099999,964,1126,1373,1732,1862,2,NCNTY02070N02070,"Dillingham Census Area, AK",70,99999,Dillingham Census Area,Dillingham Census Area,4975,2444,AK
0209099999,911,1047,1380,1975,2389,2,METRO21820M21820,"Fairbanks, AK MSA",90,99999,Fairbanks North Star Borough,Fairbanks North Star Borough,100030,43866,AK
0210099999,726,791,1034,1316,1545,2,NCNTY02100N02100,"Haines Borough, AK",100,99999,Haines Borough,Haines Borough,2535,1619,AK
0210599999,744,955,1127,1459,1528,2,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",105,99999,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2145,1649,AK
0211099999,980,1182,1486,2127,2573,2,NCNTY02110N02110,"Juneau City and Borough, AK",110,99999,Juneau City and Borough,Juneau City and Borough,32435,13451,AK
0212299999,876,879,1159,1608,1748,2,NCNTY02122N02122,"Kenai Peninsula Borough, AK",122,99999,Kenai Peninsula Borough,Kenai Peninsula Borough,57960,31016,AK
0213099999,944,1086,1431,1905,2461,2,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",130,99999,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13745,6310,AK
0215099999,1040,1196,1576,1975,2335,2,NCNTY02150N02150,"Kodiak Island Borough, AK",150,99999,Kodiak Island Borough,Kodiak Island Borough,13775,5373,AK
0215899999,619,668,881,1096,1256,2,NCNTY02158N02158,Kusilvak Census Area,158,99999,Kusilvak Census Area,Kusilvak Census Area,8130,2244,AK
0216499999,601,674,856,1152,1482,2,NCNTY02164N02164,"Lake and Peninsula Borough, AK",164,99999,Lake and Peninsula Borough,Lake and Peninsula Borough,1300,1406,AK
0217099999,780,825,1086,1554,1880,2,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",170,99999,Matanuska-Susitna Borough,Matanuska-Susitna Borough,101135,41704,AK
0218099999,1334,1379,1715,2203,2326,2,NCNTY02180N02180,"Nome Census Area, AK",180,99999,Nome Census Area,Nome Census Area,9870,4082,AK
0218599999,1150,1157,1525,1897,2068,2,NCNTY02185N02185,"North Slope Borough, AK",185,99999,North Slope Borough,North Slope Borough,9755,2591,AK
0218899999,1227,1235,1525,2060,2068,2,NCNTY02188N02188,"Northwest Arctic Borough, AK",188,99999,Northwest Arctic Borough,Northwest Arctic Borough,7715,2713,AK
0219599999,850,918,1210,1505,1904,2,NCNTY02195N02195,Petersburg Borough,195,99999,Petersburg Borough,Petersburg Census Area,3275,1828,AK
0219899999,786,825,1087,1352,1474,2,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",198,99999,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,6475,3411,AK
0222099999,921,1077,1260,1782,2060,2,NCNTY02220N02220,"Sitka City and Borough, AK",220,99999,Sitka City and Borough,Sitka City and Borough,8810,4175,AK
0223099999,952,1127,1342,1669,2006,2,NCNTY02230N02230,"Skagway Municipality, AK",230,99999,Skagway Municipality,Skagway Municipality,1040,654,AK
0224099999,991,1024,1290,1846,1928,2,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",240,99999,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,6890,3915,AK
0226199999,804,1069,1219,1516,1822,2,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",261,99999,Valdez-Cordova Census Area,Valdez-Cordova Census Area,9440,6169,AK
0227599999,700,725,955,1290,1427,2,NCNTY02275N02275,"Wrangell City and Borough, AK",275,99999,Wrangell City and Borough,Wrangell City and Borough,2475,1466,AK
0228299999,855,924,1218,1515,1820,2,NCNTY02282N02282,"Yakutat City and Borough, AK",282,99999,Yakutat City and Borough,Yakutat City and Borough,680,400,AK
0229099999,602,752,857,1226,1484,2,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",290,99999,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5455,4067,AK
0400199999,573,640,843,1101,1182,4,NCNTY04001N04001,"Apache County, AZ",1,99999,Apache County,Apache County,71600,32748,AZ
0400399999,691,695,911,1304,1577,4,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",3,99999,Cochise County,Cochise County,126515,60653,AZ
0400599999,1115,1154,1429,1860,2236,4,METRO22380M22380,"Flagstaff, AZ MSA",5,99999,Coconino County,Coconino County,138640,64911,AZ
0400799999,765,770,1015,1371,1376,4,NCNTY04007N04007,"Gila County, AZ",7,99999,Gila County,Gila County,53145,33267,AZ
0400999999,767,819,954,1365,1505,4,NCNTY04009N04009,"Graham County, AZ",9,99999,Graham County,Graham County,37700,13348,AZ
0401199999,562,729,831,1118,1239,4,NCNTY04011N04011,"Greenlee County, AZ",11,99999,Greenlee County,Greenlee County,9370,4445,AZ
0401299999,703,789,1040,1411,1457,4,NCNTY04012N04012,"La Paz County, AZ",12,99999,La Paz County,La Paz County,20475,16271,AZ
0401399999,1004,1111,1346,1899,2162,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",13,99999,Maricopa County,Maricopa County,4155500,1699628,AZ
0401599999,686,770,962,1377,1517,4,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",15,99999,Mohave County,Mohave County,204690,113220,AZ
0401799999,631,721,950,1277,1318,4,NCNTY04017N04017,"Navajo County, AZ",17,99999,Navajo County,Navajo County,107900,57638,AZ
0401999999,670,771,1016,1454,1724,4,METRO46060M46060,"Tucson, AZ MSA",19,99999,Pima County,Pima County,1007255,453948,AZ
0402199999,1004,1111,1346,1899,2162,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",21,99999,Pinal County,Pinal County,405535,168786,AZ
0402399999,581,624,822,1111,1115,4,NCNTY04023N04023,"Santa Cruz County, AZ",23,99999,Santa Cruz County,Santa Cruz County,46360,18185,AZ
0402599999,735,866,1107,1536,1668,4,METRO39140M39140,"Prescott, AZ MSA",25,99999,Yavapai County,Yavapai County,220970,113915,AZ
0402799999,711,754,991,1412,1716,4,METRO49740M49740,"Yuma, AZ MSA",27,99999,Yuma County,Yuma County,204280,90931,AZ
0500199999,549,570,751,950,1025,5,NCNTY05001N05001,"Arkansas County, AR",1,99999,Arkansas County,Arkansas County,18350,9454,AR
0500399999,479,563,654,866,890,5,NCNTY05003N05003,"Ashley County, AR",3,99999,Ashley County,Ashley County,20770,10152,AR
0500599999,524,583,748,930,1014,5,NCNTY05005N05005,"Baxter County, AR",5,99999,Baxter County,Baxter County,41095,22803,AR
0500799999,618,660,833,1192,1442,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",7,99999,Benton County,Benton County,251825,100376,AR
0500999999,499,571,682,951,954,5,NCNTY05009N05009,"Boone County, AR",9,99999,Boone County,Boone County,37210,16966,AR
0501199999,530,576,725,936,1255,5,NCNTY05011N05011,"Bradley County, AR",11,99999,Bradley County,Bradley County,10995,5821,AR
0501399999,550,571,752,935,1084,5,NCNTY05013N05013,"Calhoun County, AR",13,99999,Calhoun County,Calhoun County,5195,2911,AR
0501599999,465,541,705,877,956,5,NCNTY05015N05015,"Carroll County, AR",15,99999,Carroll County,Carroll County,27780,13649,AR
0501799999,479,574,654,900,1060,5,NCNTY05017N05017,"Chicot County, AR",17,99999,Chicot County,Chicot County,11010,5433,AR
0501999999,465,594,692,921,1081,5,NCNTY05019N05019,"Clark County, AR",19,99999,Clark County,Clark County,22495,10494,AR
0502199999,493,496,654,826,1132,5,NCNTY05021N05021,"Clay County, AR",21,99999,Clay County,Clay County,15190,8035,AR
0502399999,554,574,757,970,1027,5,NCNTY05023N05023,"Cleburne County, AR",23,99999,Cleburne County,Cleburne County,25360,16008,AR
0502599999,580,592,780,983,1167,5,METRO38220M38220,"Pine Bluff, AR MSA",25,99999,Cleveland County,Cleveland County,8330,4084,AR
0502799999,516,520,685,909,1063,5,NCNTY05027N05027,"Columbia County, AR",27,99999,Columbia County,Columbia County,23990,11625,AR
0502999999,512,533,703,959,1097,5,NCNTY05029N05029,"Conway County, AR",29,99999,Conway County,Conway County,20955,9783,AR
0503199999,550,649,834,1108,1361,5,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",31,99999,Craighead County,Craighead County,104245,44056,AR
0503399999,568,570,751,1043,1214,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",33,99999,Crawford County,Crawford County,62120,26669,AR
0503599999,732,836,972,1311,1507,5,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",35,99999,Crittenden County,Crittenden County,49280,21696,AR
0503799999,543,563,742,963,1163,5,NCNTY05037N05037,"Cross County, AR",37,99999,Cross County,Cross County,17165,7964,AR
0503999999,479,496,654,936,943,5,NCNTY05039N05039,"Dallas County, AR",39,99999,Dallas County,Dallas County,7585,4300,AR
0504199999,479,496,654,881,1060,5,NCNTY05041N05041,"Desha County, AR",41,99999,Desha County,Desha County,12095,6307,AR
0504399999,528,547,721,945,1039,5,NCNTY05043N05043,"Drew County, AR",43,99999,Drew County,Drew County,18620,8575,AR
0504599999,742,777,898,1206,1416,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",45,99999,Faulkner County,Faulkner County,121280,49475,AR
0504799999,493,591,674,842,972,5,NCNTY05047N05047,"Franklin County, AR",47,99999,Franklin County,Franklin County,17805,8058,AR
0504999999,479,496,654,883,1102,5,NCNTY05049N05049,"Fulton County, AR",49,99999,Fulton County,Fulton County,12090,6808,AR
0505199999,604,644,849,1068,1383,5,METRO26300M26300,"Hot Springs, AR MSA",51,99999,Garland County,Garland County,97995,50834,AR
0505399999,650,680,784,975,1082,5,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",53,99999,Grant County,Grant County,18075,7947,AR
0505599999,551,661,753,1078,1212,5,NCNTY05055N05055,"Greene County, AR",55,99999,Greene County,Greene County,44195,18689,AR
0505799999,517,536,706,878,1082,5,NCNTY05057N05057,"Hempstead County, AR",57,99999,Hempstead County,Hempstead County,22155,10496,AR
0505999999,527,571,720,953,1185,5,NCNTY05059N05059,"Hot Spring County, AR",59,99999,Hot Spring County,Hot Spring County,33480,14416,AR
0506199999,476,551,657,854,971,5,NCNTY05061N05061,"Howard County, AR",61,99999,Howard County,Howard County,13470,6260,AR
0506399999,523,543,715,889,970,5,NCNTY05063N05063,"Independence County, AR",63,99999,Independence County,Independence County,37095,16393,AR
0506599999,439,505,665,844,902,5,NCNTY05065N05065,"Izard County, AR",65,99999,Izard County,Izard County,13520,7263,AR
0506799999,513,513,676,841,991,5,NCNTY05067N05067,"Jackson County, AR",67,99999,Jackson County,Jackson County,17430,7591,AR
0506999999,580,592,780,983,1167,5,METRO38220M38220,"Pine Bluff, AR MSA",69,99999,Jefferson County,Jefferson County,71375,33308,AR
0507199999,512,531,700,914,1000,5,NCNTY05071N05071,"Johnson County, AR",71,99999,Johnson County,Johnson County,26155,11423,AR
0507399999,479,496,654,852,943,5,NCNTY05073N05073,"Lafayette County, AR",73,99999,Lafayette County,Lafayette County,7050,4369,AR
0507599999,479,496,654,864,1029,5,NCNTY05075N05075,"Lawrence County, AR",75,99999,Lawrence County,Lawrence County,16775,7994,AR
0507799999,479,496,654,936,943,5,NCNTY05077N05077,"Lee County, AR",77,99999,Lee County,Lee County,9615,4369,AR
0507999999,580,592,780,983,1167,5,METRO38220M38220,"Pine Bluff, AR MSA",79,99999,Lincoln County,Lincoln County,13885,4914,AR
0508199999,493,496,654,936,1132,5,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",81,99999,Little River County,Little River County,12495,6494,AR
0508399999,431,558,654,856,887,5,NCNTY05083N05083,"Logan County, AR",83,99999,Logan County,Logan County,21800,10173,AR
0508599999,742,777,898,1206,1416,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",85,99999,Lonoke County,Lonoke County,71570,28811,AR
0508799999,618,660,833,1192,1442,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",87,99999,Madison County,Madison County,15905,7550,AR
0508999999,445,521,675,840,1051,5,NCNTY05089N05089,"Marion County, AR",89,99999,Marion County,Marion County,16375,9414,AR
0509199999,676,687,863,1076,1381,5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",91,99999,Miller County,Miller County,43760,19515,AR
0509399999,477,514,670,857,909,5,NCNTY05093N05093,"Mississippi County, AR",93,99999,Mississippi County,Mississippi County,43535,20542,AR
0509599999,479,509,654,888,892,5,NCNTY05095N05095,"Monroe County, AR",95,99999,Monroe County,Monroe County,7420,4450,AR
0509799999,479,542,654,896,1132,5,NCNTY05097N05097,"Montgomery County, AR",97,99999,Montgomery County,Montgomery County,9060,5823,AR
0509999999,618,641,845,1051,1218,5,NCNTY05099N05099,"Nevada County, AR",99,99999,Nevada County,Nevada County,8530,4575,AR
0510199999,479,496,654,935,943,5,NCNTY05101N05101,"Newton County, AR",101,99999,Newton County,Newton County,7900,4684,AR
0510399999,551,574,654,884,887,5,NCNTY05103N05103,"Ouachita County, AR",103,99999,Ouachita County,Ouachita County,24380,13095,AR
0510599999,742,777,898,1206,1416,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",105,99999,Perry County,Perry County,10320,4952,AR
0510799999,431,496,654,936,1132,5,NCNTY05107N05107,"Phillips County, AR",107,99999,Phillips County,Phillips County,19520,10177,AR
0510999999,561,574,654,854,1082,5,NCNTY05109N05109,"Pike County, AR",109,99999,Pike County,Pike County,10895,5624,AR
0511199999,514,517,682,851,986,5,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",111,99999,Poinsett County,Poinsett County,24100,10959,AR
0511399999,443,538,671,835,1160,5,NCNTY05113N05113,"Polk County, AR",113,99999,Polk County,Polk County,20210,10111,AR
0511599999,509,543,715,1013,1071,5,NCNTY05115N05115,"Pope County, AR",115,99999,Pope County,Pope County,63370,26103,AR
0511799999,485,503,663,825,956,5,NCNTY05117N05117,"Prairie County, AR",117,99999,Prairie County,Prairie County,8310,4528,AR
0511999999,742,777,898,1206,1416,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",119,99999,Pulaski County,Pulaski County,392850,182288,AR
0512199999,494,497,655,865,907,5,NCNTY05121N05121,"Randolph County, AR",121,99999,Randolph County,Randolph County,17515,8558,AR
0512399999,501,505,665,952,1078,5,NCNTY05123N05123,"St. Francis County, AR",123,99999,St. Francis County,St. Francis County,26690,10989,AR
0512599999,742,777,898,1206,1416,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",125,99999,Saline County,Saline County,116250,47742,AR
0512799999,479,496,654,813,943,5,NCNTY05127N05127,"Scott County, AR",127,99999,Scott County,Scott County,10585,5233,AR
0512999999,479,508,654,854,943,5,NCNTY05129N05129,"Searcy County, AR",129,99999,Searcy County,Searcy County,7925,4921,AR
0513199999,568,570,751,1043,1214,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",131,99999,Sebastian County,Sebastian County,127360,56296,AR
0513399999,479,574,654,828,943,5,NCNTY05133N05133,"Sevier County, AR",133,99999,Sevier County,Sevier County,17205,6922,AR
0513599999,431,506,654,832,981,5,NCNTY05135N05135,"Sharp County, AR",135,99999,Sharp County,Sharp County,17040,9857,AR
0513799999,500,518,683,875,984,5,NCNTY05137N05137,"Stone County, AR",137,99999,Stone County,Stone County,12445,6839,AR
0513999999,613,627,715,1023,1189,5,NCNTY05139N05139,"Union County, AR",139,99999,Union County,Union County,40020,19850,AR
0514199999,539,559,737,917,999,5,NCNTY05141N05141,"Van Buren County, AR",141,99999,Van Buren County,Van Buren County,16750,10413,AR
0514399999,618,660,833,1192,1442,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",143,99999,Washington County,Washington County,223685,91247,AR
0514599999,486,581,737,1010,1276,5,NCNTY05145N05145,"White County, AR",145,99999,White County,White County,78705,33525,AR
0514799999,487,505,665,827,902,5,NCNTY05147N05147,"Woodruff County, AR",147,99999,Woodruff County,Woodruff County,6765,3891,AR
0514999999,479,546,654,852,1043,5,NCNTY05149N05149,"Yell County, AR",149,99999,Yell County,Yell County,21600,9826,AR
0600199999,1768,2143,2641,3541,4281,6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1,99999,Alameda County,Alameda County,1629615,596898,CA
0600399999,778,882,1150,1646,1825,6,NCNTY06003N06003,"Alpine County, CA",3,99999,Alpine County,Alpine County,1205,1742,CA
0600599999,919,925,1200,1717,2068,6,NCNTY06005N06005,"Amador County, CA",5,99999,Amador County,Amador County,37305,18259,CA
0600799999,879,964,1270,1802,2199,6,METRO17020M17020,"Chico, CA MSA",7,99999,Butte County,Butte County,225205,98119,CA
0600999999,763,889,1127,1613,1951,6,NCNTY06009N06009,"Calaveras County, CA",9,99999,Calaveras County,Calaveras County,45055,28169,CA
0601199999,694,778,1025,1467,1775,6,NCNTY06011N06011,"Colusa County, CA",11,99999,Colusa County,Colusa County,21480,7990,CA
0601399999,1768,2143,2641,3541,4281,6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",13,99999,Contra Costa County,Contra Costa County,1123680,409117,CA
0601599999,703,859,1039,1441,1768,6,NCNTY06015N06015,"Del Norte County, CA",15,99999,Del Norte County,Del Norte County,27440,11364,CA
0601799999,1138,1276,1606,2298,2781,6,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",17,99999,El Dorado County,El Dorado County,185015,89286,CA
0601999999,847,907,1134,1608,1862,6,METRO23420M23420,"Fresno, CA MSA",19,99999,Fresno County,Fresno County,971615,326213,CA
