Gene	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ahr	Ahr	2265.02992073652	4.90421239872295	0.0928138930140592	52.8392058501422	0	0
Cd53	Cd53	3977.08920465514	-2.10418498181528	0.0551751028019453	-38.1364940880744	0	0
Cpd	Cpd	13241.1783589873	2.44383622490517	0.0455746953191879	53.6226563400911	0	0
Ctla4	Ctla4	6139.20863917768	2.14912989225357	0.0473452721682156	45.392703301352	0	0
Dusp4	Dusp4	3950.10352162355	3.00627641142231	0.0558932863386034	53.7860020112288	0	0
Furin	Furin	7758.81861585293	2.20486811198528	0.0497496879501737	44.3192350109521	0	0
Il17f	Il17f	9171.13680901369	7.37783216489766	0.173069696953966	42.6292545416547	0	0
Lta	Lta	3350.26099277248	2.44376717023907	0.0569488231176247	42.9116360348941	0	0
Ms4a6b	Ms4a6b	3568.58161538181	-2.41602152129099	0.0604441131948785	-39.9711633373042	0	0
Skil	Skil	2880.36743377235	2.33138634106665	0.0613003719757954	38.0321728224945	0	0
Tbc1d4	Tbc1d4	1646.11124643849	3.32246783882584	0.0847814835369346	39.1886022775058	0	0
Ahnak	Ahnak	7072.3285187181	1.68634865796899	0.0454072036016009	37.1383508388861	6.75971916754805e-302	7.32415571803831e-299
Rorc	Rorc	2545.54265841968	2.27917058740007	0.062306959967727	36.579710975798	6.01209735635548e-293	6.0130222944103e-290
Mapkapk3	Mapkapk3	6246.47227018043	1.84653027279814	0.0507680456209594	36.3718998872749	1.18435561165693e-289	1.09992797591167e-286
Pdgfb	Pdgfb	7099.06709895636	1.75627366028764	0.0485297157560718	36.1896547903828	8.85549373632652e-287	7.67594197064783e-284
Slamf6	Slamf6	2064.84541132139	-2.38618952777712	0.0674174472328072	-35.3942432666886	2.09373609226077e-274	1.7014222919734e-271
Ppfibp1	Ppfibp1	1974.05750949635	2.20911304010001	0.067044397602391	32.9500020747629	4.23012752934072e-238	3.23530106685224e-235
Pmepa1	Pmepa1	852.309616897548	4.20720250640343	0.127867022593052	32.9029519971949	1.99424726188529e-237	1.44051127216847e-234
Adam19	Adam19	2451.97040686196	3.72960299738933	0.116344490204167	32.0565502572956	1.77922000550711e-225	1.21754834271597e-222
Fcrl1	Fcrl1	878.985098499994	3.05401035757125	0.102616471059021	29.7614050264378	1.23462078305468e-194	8.02626971063844e-192
Rora	Rora	1496.12575849075	2.36867384876494	0.0800723582411308	29.5816671420103	2.57213610531816e-192	1.59251969720699e-189
Arhgap31	Arhgap31	1165.65885033859	2.58741646531457	0.0880843290719774	29.3743108743019	1.16934694889445e-189	6.91084046796621e-187
Stx11	Stx11	3519.99549209546	1.68369076725645	0.0574828782266699	29.2903003328611	1.37842382520565e-188	7.79228981535819e-186
Malt1	Malt1	6435.16492938813	1.32644336935717	0.0457913204092385	28.9671352016649	1.70754166579104e-184	9.25060697442294e-182
Il6st	Il6st	3286.4777991778	1.5428059328968	0.0561660652372344	27.4686490210823	4.16047093158962e-166	2.16377772210113e-163
Nrn1	Nrn1	847.368357863066	-2.71576998605085	0.0998426938634328	-27.2004878971469	6.4091452466339e-163	3.20506563448977e-160
Egln3	Egln3	798.040858256978	2.69116145841136	0.101071639314523	26.6262769325111	3.36984701889838e-156	1.62276855332284e-153
Cd83	Cd83	811.017687631364	2.60462498117228	0.10059903097675	25.8911537803405	8.37702452856912e-148	3.88993117573056e-145
Stat1	Stat1	5670.55300510591	1.19967475315143	0.0464735089713176	25.8141633740599	6.1489638019997e-147	2.75685611564138e-144
Lmna	Lmna	541.166969467899	3.29067759530579	0.130939061062115	25.1313669779926	2.25926522356684e-139	9.79165547893869e-137
Cd96	Cd96	1168.97950016788	2.19735226070068	0.0882873208045453	24.8886503823724	9.87382862400349e-137	4.14127483126753e-134
Id2	Id2	726.924851484236	2.70875636543521	0.109801315775002	24.6696166281453	2.2668925696558e-134	9.21066787208272e-132
Irf8	Irf8	3316.49171594277	3.07822112916755	0.126561292711948	24.3219792023897	1.14782721405415e-130	4.52243922337335e-128
Tubb6	Tubb6	1484.36113040166	1.75507994917635	0.0725351607627265	24.1962646904097	2.4355535513979e-129	9.31384331625749e-127
Rasa3	Rasa3	1075.68820227506	2.17666605949403	0.09126387326366	23.8502485337838	1.00664472995428e-125	3.73954136539016e-123
Ttc39b	Ttc39b	2295.69911060833	1.4440490880795	0.0608408096183941	23.7348762637589	1.57439600230573e-124	5.68619356166086e-122
Elk3	Elk3	1156.86037999151	1.92367464237871	0.0822967186322458	23.3748644459922	7.70121243232143e-121	2.70624767689306e-118
Cldnd1	Cldnd1	1024.84838170321	2.29994479871217	0.0997649959240473	23.0536249453982	1.35277378387175e-117	4.62862229944751e-115
Il3	Il3	452.634204666793	-3.26724028595429	0.142269532016545	-22.9651439745674	1.04007805636026e-116	3.46746022789645e-114
4632428N05Rik	4632428N05Rik	2978.74858944057	-1.33636108122681	0.0583519580723217	-22.9017350123971	4.4648510792353e-116	1.45129984330544e-113
Fam129a	Fam129a	1602.38691063931	1.5522516013334	0.0686575657667207	22.6086023295308	3.56654428892318e-113	1.13102948401413e-110
Tspan2	Tspan2	528.321425082839	2.72485955776308	0.121415288146958	22.4424749086373	1.5157083759345e-111	4.69220007235722e-109
Lrig1	Lrig1	5281.56283619746	1.12864981997141	0.0503832695375763	22.4012818209358	3.82416159603537e-111	1.15631974585237e-108
Tmem176b	Tmem176b	398.473335861323	6.00366560724175	0.268734020128403	22.3405492329299	1.49197659708234e-110	4.40879084437832e-108
Abi3	Abi3	656.177740340103	2.36082550295577	0.106990371862576	22.0657752829211	6.74032482778144e-108	1.94750452024032e-105
Calcrl	Calcrl	1131.8030762894	-2.0337172226382	0.0922353651369141	-22.0492131149408	9.71990505254588e-108	2.74735229333047e-105
Calhm2	Calhm2	1023.11551801104	1.90515368765752	0.087828495973494	21.691748976693	2.45475129129232e-104	6.79078218923037e-102
Cd5l	Cd5l	2024.80198254647	3.26757895523728	0.151021518896315	21.6365123269662	8.14348627825262e-104	2.20586684562168e-101
Ly6a	Ly6a	1358.79833555496	-1.5760480418006	0.0741881900910497	-21.2439208971987	3.75225114949184e-100	9.95648356034549e-98
Ctsw	Ctsw	330.565728309172	5.60317656346592	0.264317747331692	21.1986392137131	9.82977129319594e-100	2.55613372708267e-97
Ppp1r16b	Ppp1r16b	3398.20665900919	1.16486462179266	0.0552114240980114	21.0982535013911	8.25284641683392e-99	2.10399037473872e-96
Slc4a11	Slc4a11	447.310005384621	2.86286145367684	0.136455431595899	20.9801941937714	9.94863744452532e-98	2.48754200103304e-95
Ikzf2	Ikzf2	479.021115466644	2.63900253515833	0.125908721125556	20.9596484784141	1.53214376435059e-97	3.71080514405646e-95
Dock10	Dock10	3389.62481109462	-1.15891308954567	0.0552933203575063	-20.9593687275888	1.54117426379825e-97	3.71080514405646e-95
Nek6	Nek6	470.943357342178	2.70463676093753	0.130047081081219	20.7973661419466	4.57237717802554e-96	1.08090996488524e-93
Cst7	Cst7	874.656234557645	-1.95229860406621	0.0940611398127268	-20.7556341327904	1.09034336135257e-95	2.53154364005467e-93
Ccr6	Ccr6	291.756204141314	4.37042472488191	0.211344771599996	20.6791239347697	5.34018056604497e-95	1.21812329332836e-92
Atp2a3	Atp2a3	4306.51987942905	-1.03378896572893	0.0502231672804289	-20.5839062271125	3.82574674878265e-94	8.57626883235725e-92
Atp2b4	Atp2b4	818.245188470067	2.02579694199876	0.098621654794473	20.5410966406973	9.24514039753753e-94	2.03737822794547e-91
Il2rb	Il2rb	7532.75750265231	1.0595031632607	0.0517275936093947	20.4823594010813	3.09307389085412e-93	6.70269112148087e-91
Ninj1	Ninj1	596.52646672304	2.28356472100321	0.111867519017482	20.413116703217	1.2786529728976e-92	2.72541736944502e-90
Gfod1	Gfod1	1995.99284412219	-1.27606154991461	0.0629941322981935	-20.2568319200613	3.09230862464364e-91	6.48487044155107e-89
Vim	Vim	5221.03005450206	0.982876224152053	0.048567308509615	20.2374036015908	4.5870647252884e-91	9.46682786638092e-89
Plxnc1	Plxnc1	708.283128300743	-2.02743661543614	0.10060778606621	-20.1518858003881	2.59055207727107e-90	5.26286845448101e-88
Mapre2	Mapre2	1009.07967573142	-1.81112352612136	0.0899673088414386	-20.130906986596	3.95685737825967e-90	7.91493225109727e-88
Nfkbia	Nfkbia	9695.69368930353	0.807071268799458	0.0402132874404539	20.0697659944996	1.35641671960487e-89	2.67214093762159e-87
B4galt4	B4galt4	289.355724676698	3.60624611601329	0.181812798770291	19.834940886475	1.48691105491014e-87	2.88549515461816e-85
Itga3	Itga3	1214.53404874052	-1.51920170106577	0.0766550742877761	-19.818671042734	2.0546311874231e-87	3.92857569101106e-85
Smim3	Smim3	967.814134095468	1.68718720736814	0.0854356655536792	19.7480431203299	8.33868747154557e-87	1.57129876094254e-84
Spry1	Spry1	1571.80385753511	-1.41998315882967	0.0719919243767098	-19.7242006117154	1.33653618272164e-86	2.48252049253525e-84
Lad1	Lad1	2570.091397536	1.13820264297808	0.0579953322535695	19.6257629493627	9.31679066634178e-86	1.70615369357431e-83
Slamf1	Slamf1	1502.91779646613	-1.45473309799372	0.0746166932843765	-19.4960810237126	1.18523553978363e-84	2.1403378455926e-82
Il16	Il16	1842.05887147917	1.35572550340152	0.0699315619242881	19.3864610784656	1.00412506520359e-83	1.78844302709275e-81
Shisa5	Shisa5	5013.88167258032	-0.93875073490297	0.0485027817289822	-19.3545751694904	1.86526028087481e-83	3.27731272593707e-81
Ctla2a	Ctla2a	282.23055692563	5.89480138760831	0.305955807040284	19.2668393668768	1.0197681001949e-82	1.76786997849789e-80
Inpp4b	Inpp4b	6652.42735221931	-0.827020654484704	0.0430357257451662	-19.217072331529	2.66382468726911e-82	4.55724323472013e-80
Cd84	Cd84	1701.5964924735	-1.51620776147359	0.079682648624546	-19.0280793578757	9.98456407451787e-81	1.68596496229716e-78
Gna13	Gna13	5633.20429640799	0.974221720982718	0.0513841423626078	18.9595792824142	3.68076524329032e-80	6.13555252477702e-78
Gfi1	Gfi1	1317.62022838535	-1.51882121330197	0.0804178248222976	-18.8866239127727	1.46948438671032e-79	2.41851088557058e-77
Tnf	Tnf	5270.25800103369	0.858234880366892	0.0455089234175029	18.8586065307098	2.49714775896837e-79	4.05848939526334e-77
Gramd1b	Gramd1b	3205.17183775712	-0.983978399620974	0.0525236797551116	-18.7339958702191	2.6152930183653e-78	4.19802960799823e-76
Tgfbr1	Tgfbr1	1172.64266525683	1.640698683704	0.0882025872750735	18.6014802330823	3.1255702880244e-77	4.95593474206016e-75
Celf2	Celf2	2653.23942213674	-1.04582524967151	0.0564829241281615	-18.5157773931551	1.54056677541537e-76	2.41330713421092e-74
Cpox	Cpox	972.415560171872	1.58636380493278	0.0856878827249366	18.5132804602618	1.61367471323155e-76	2.4977379311234e-74
Rap1b	Rap1b	7434.20455478789	0.773297171356464	0.0420522887966297	18.3889437052101	1.6108790737014e-75	2.46407643720772e-73
Ccl3	Ccl3	723.508762483129	-1.90577218074072	0.104101319905744	-18.3068973809963	7.29073963180309e-75	1.10225810107795e-72
Il12rb1	Il12rb1	3155.48802593667	-1.00026960104755	0.0547893761322186	-18.2566342539416	1.83244615877178e-74	2.73855919038513e-72
Snx9	Snx9	689.458416143946	-1.84753532425394	0.101952447537324	-18.1215396871917	2.15479703043983e-73	3.18371261247484e-71
Ctsb	Ctsb	4877.42917784374	0.831594704854216	0.0464376181980164	17.9077811723285	1.02542516845259e-71	1.49804247642927e-69
Tnk2	Tnk2	1250.27096402406	1.36603619815724	0.0764428994281881	17.8700207393431	2.01919276673971e-71	2.9170604836833e-69
Dst	Dst	369.120604619786	2.68454026893004	0.150652400742103	17.8194323867804	4.99406655373105e-71	7.13547838808913e-69
Ifih1	Ifih1	847.895550202449	-1.61597934055605	0.0912136815082159	-17.7164139615447	3.13256057117773e-70	4.42712527678835e-68
Med14	Med14	2892.05567667278	1.05655952796411	0.0602399478462919	17.5391839757237	7.19531849934788e-69	1.00595194761851e-66
