Gene	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Irf8	Irf8	9002.95126154758	1.58902910523772	0.0521058428785574	30.4961788823042	2.92832515492658e-204	3.73156474492294e-200
Irf4	Irf4	13314.1931901382	1.09191134691526	0.0447464317546422	24.4021993284857	1.62067733671808e-131	1.03261456508993e-127
Rorc	Rorc	1209.39332888308	1.65878441656796	0.0830992878067837	19.9614757279851	1.19141527170787e-88	5.06073493579113e-85
Ahr	Ahr	1553.25452306077	1.45405100478842	0.0745785811820239	19.496898194396	1.16645340429644e-84	3.7160289327374e-81
Plxnc1	Plxnc1	1440.1437930687	-1.33635880347472	0.0742425447342758	-17.9999056909718	1.95150992025746e-72	4.97361818276816e-69
Il16	Il16	1859.43121408456	1.16726114244211	0.0664248170891765	17.5726662653063	3.98972791815227e-69	8.4735171435024e-66
Tubb6	Tubb6	454.108219395148	2.16379383915008	0.126479471678732	17.1078658886739	1.29663921942921e-65	2.36043908188378e-62
Adam19	Adam19	352.51298084548	2.32301304625077	0.139954578742143	16.598335453753	7.16504784689115e-62	1.14130255891167e-58
Pdgfb	Pdgfb	2107.22982104278	1.06992244733413	0.065613866626527	16.3063465444601	8.89567219144862e-60	1.259528341507e-56
Trp53inp1	Trp53inp1	1478.40932582897	1.3710008515918	0.0847189608389301	16.182928095617	6.65526811614664e-59	8.48080816040566e-56
Skil	Skil	3138.25419045603	0.944273348281511	0.0630779396239095	14.9699459733714	1.15414971470102e-50	1.33702998313047e-47
Dusp4	Dusp4	1535.65407408691	1.03823925728814	0.0747346681480695	13.8923378268184	7.04962325143456e-44	7.48611242441922e-41
Tnip3	Tnip3	1269.52926706203	-1.06973887953076	0.0772565893113847	-13.84657139366	1.33430546341618e-43	1.30792727079326e-40
Serpinb9	Serpinb9	669.967976337306	-1.40084951376887	0.103525184675375	-13.5314852918304	1.01942864213255e-41	9.27898513335361e-39
Serpinb6b	Serpinb6b	844.206498369591	-1.21815371392198	0.0910608556493085	-13.3773585283813	8.20104187510077e-41	6.96705844096061e-38
Mapkapk3	Mapkapk3	2511.46430599145	0.819749691019912	0.0627700761908397	13.059561828914	5.60494570558059e-39	4.46398894538834e-36
Il3	Il3	813.892143835356	-1.1909873044628	0.0922928759228505	-12.9044337664629	4.24927455607377e-38	3.18520621576753e-35
Muc1	Muc1	308.768214049082	1.93582197835168	0.15506467483989	12.4839650316907	9.13231182425316e-36	6.46516942091433e-33
Tagap	Tagap	1877.27944991727	0.902332768086683	0.0726998737149741	12.4117515200144	2.25661536183975e-35	1.51347629241705e-32
Bcl11b	Bcl11b	2459.48080137437	0.741017009300043	0.0599081324938183	12.3692223151257	3.83516594958853e-35	2.44357598478033e-32
Ogt	Ogt	4754.21603348511	0.708909874102751	0.0574254023822208	12.3448830081203	5.1909643143859e-35	3.14992658372474e-32
Tnfrsf1b	Tnfrsf1b	1162.67263571587	0.968202940239739	0.078523145221097	12.330159948555	6.23228920499851e-35	3.60991187905891e-32
Slc6a6	Slc6a6	4359.33212619251	0.635175790866529	0.0516175159163151	12.305431200841	8.46829598358993e-35	4.69180416169072e-32
Rgs3	Rgs3	448.626264030813	1.50411427383116	0.123769417272171	12.1525519549275	5.56024901038893e-34	2.95226054747442e-31
Chst2	Chst2	3358.30600614032	-0.673201632604849	0.0575562928958569	-11.6964036204164	1.3297030678998e-31	6.77776247769884e-29
Slc38a2	Slc38a2	3459.50074155495	0.638022478097866	0.0550793054377183	11.5837059495843	4.98436875301644e-31	2.44291580844956e-28
Il12rb1	Il12rb1	2609.01949590385	-0.753003612020539	0.0654137106676793	-11.5114034096922	1.1558198730692e-30	5.45504171945213e-28
Malt1	Malt1	6092.08058976867	0.590144086738657	0.0515800056155221	11.4413342863434	2.59858013956658e-30	1.18263238280346e-27
Azin1	Azin1	5354.23064760802	-0.657790840404368	0.0575432590513743	-11.4312406222438	2.91908097377541e-30	1.28268444306276e-27
Ccr7	Ccr7	3853.58472993723	0.617244711478521	0.0548349468372226	11.2564112318885	2.15351053654106e-29	9.14739492238089e-27
Ddit4	Ddit4	1199.497958899	0.866254776061237	0.077404446317747	11.191279277488	4.49895269799201e-29	1.84935981388749e-26
Akap13	Akap13	2891.88083572038	0.679241722037844	0.0608607409682137	11.1605890962221	6.35689385190995e-29	2.53143432359026e-26
Slc39a10	Slc39a10	1913.11461381024	0.786148991142878	0.0707249383186633	11.1155839769099	1.05359032060422e-28	4.02385205015205e-26
Sat1	Sat1	1488.34889532237	0.829386384306895	0.0746260213889709	11.1139032856101	1.07361664996602e-28	4.02385205015205e-26
Adamts6	Adamts6	538.027628706208	1.18739121794872	0.107747539636728	11.0201237258134	3.05638684276214e-28	1.11278678678051e-25
Hmox2	Hmox2	1494.01408077878	0.768064210419116	0.0710466562258842	10.8107017447401	3.06317765532812e-27	1.08427980171795e-24
Rhof	Rhof	1332.4108990654	0.802465168074667	0.0751114902004581	10.6836539380731	1.21397290442839e-26	4.18098830300838e-24
Scd2	Scd2	1303.20527006319	0.805030493665245	0.0756034907723042	10.6480598374718	1.78036947393077e-26	5.97032847534204e-24
Mgea5	Mgea5	2497.77595536287	-0.670083371552747	0.0630775795662206	-10.6231624003466	2.32546879653658e-26	7.59832022417067e-24
Pmepa1	Pmepa1	549.736900462763	1.12498832857921	0.107006424311288	10.5132783925809	7.50387363420948e-26	2.39054654301828e-23
Gtse1	Gtse1	2704.97316794325	0.645263885542256	0.0619173421647483	10.4213757080424	1.98067229937282e-25	6.15602612461166e-23
Hspa5	Hspa5	19507.2365121812	-0.43832575892291	0.0426102433183497	-10.2868635517542	8.07643738658238e-25	2.45042956231475e-22
Rnf19a	Rnf19a	1982.81196315318	0.645616356432004	0.0642164615738073	10.053751648866	8.84351196809948e-24	2.62076448859283e-21
Il2	Il2	15214.8720067916	-0.443140049402609	0.0446899937162938	-9.91586734640872	3.55158152460928e-23	1.028586440184e-20
Cpd	Cpd	7367.03574629547	0.55281133397951	0.0564682399637994	9.78977447028463	1.24573437316913e-22	3.52764291495428e-20
Il6st	Il6st	4784.54852243245	0.542660531257438	0.0555193409532423	9.77426104021048	1.45213115322831e-22	4.02271897512791e-20
Mknk2	Mknk2	5128.99078122808	0.534919660102007	0.0548594766974271	9.7507248027959	1.83155869198004e-22	4.96586221529823e-20
Tcf7	Tcf7	2948.37522095932	0.641110040337857	0.066553978000059	9.63293344144341	5.80482178994243e-22	1.54105925144242e-19
Il21r	Il21r	4039.3426155628	0.532012500574608	0.0552607238276445	9.62731690294048	6.13094048333734e-22	1.59441988937077e-19
Bach2	Bach2	2170.37710286692	0.59770825758459	0.0623556481771317	9.58547100475485	9.20367382633893e-22	2.34564831138074e-19
Tle3	Tle3	1234.29073359845	-0.737755346131737	0.0775694367210792	-9.51090245484863	1.89015568864156e-21	4.72279489026654e-19
