Gene	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
S100a6	S100a6	1522.51121253829	2.39646279964712	0.0817002112414028	29.3323941668424	4.00789445118845e-189	5.50444223926222e-185
Dclk1	Dclk1	2686.52827140173	1.76435320875677	0.0708248650002874	24.9114941306222	5.58543446062975e-137	3.83551784411445e-133
Stom	Stom	1371.63789255704	2.10250280745056	0.0892890493892204	23.5471518829317	1.3426009641653e-122	6.14642721394876e-119
Igfbp7	Igfbp7	1136.44997903513	2.13084474673146	0.0953644490163778	22.3442254289699	1.37410544489374e-110	4.71799104504265e-107
S100a4	S100a4	611.231116711197	2.94812560157026	0.132703780528688	22.2158373320263	2.41439363409041e-109	6.63185643411954e-106
Fam213a	Fam213a	827.015053369317	2.4745383095397	0.118711914940467	20.8449026433502	1.6955322088849e-96	3.88107322613753e-93
Txnip	Txnip	5428.2388713898	-1.14847987234433	0.0583475545478164	-19.6834277159489	2.99074241282477e-86	5.86783661396221e-83
Cd24a	Cd24a	853.410040734104	1.94813844951665	0.10138402028463	19.2154389226957	2.74899527742217e-82	4.71933764251451e-79
Tagap	Tagap	1721.46783738888	1.44507123215683	0.0782402517811567	18.4696649008594	3.62326307356973e-76	5.52909945026741e-73
Nkg7	Nkg7	875.123712572408	1.76374569644255	0.100113736062651	17.6174196050261	1.81078192584767e-69	2.48692789695919e-66
Lrp1	Lrp1	323.901539718337	2.81877151015366	0.160144597807944	17.6014149008893	2.40246518520817e-69	2.99958698669536e-66
Vim	Vim	26445.082201523	-0.884851200249141	0.0519703769541143	-17.0260685434396	5.26230261976125e-65	6.02270534831675e-62
Furin	Furin	5050.6974744841	1.08267741818404	0.0639136965909476	16.9396776580339	2.29378046862732e-64	2.42329084277905e-61
Lum	Lum	501.695611795125	2.26842672247877	0.137530740004911	16.4939614401679	4.05471491884717e-61	3.97767533538907e-58
Slco4a1	Slco4a1	467.174058610964	2.03358842155437	0.130575794314061	15.5740076653348	1.09336678459643e-54	1.00108662797649e-51
Enpp2	Enpp2	750.222432212662	1.6474716164404	0.108254572340322	15.2184945247505	2.66595449382134e-52	2.28838868863389e-49
Mfhas1	Mfhas1	4117.84694988568	0.913161904605275	0.0628978991378535	14.5181622458311	9.29694476854434e-48	7.51083761477576e-45
Dusp2	Dusp2	1494.22890221401	1.13750437852975	0.0786576878529765	14.4614520154206	2.12272027882289e-47	1.61963557274187e-44
Gfod1	Gfod1	928.972449563592	1.34480744106379	0.0933409352042641	14.4074776851213	4.64361519940812e-47	3.35660058677216e-44
Slc17a6	Slc17a6	371.902617600631	1.95077668753692	0.137009488022226	14.2382598146814	5.303121649642e-46	3.64165363680916e-43
Crabp2	Crabp2	991.105572707222	1.43606106321391	0.105658649988726	13.5915144038576	4.49678658466653e-42	2.94089842637191e-39
Nkain1	Nkain1	320.612973966649	2.07857738376564	0.156752753596167	13.2602288385986	3.9369258798706e-40	2.4577154560974e-37
Dennd3	Dennd3	607.586648703424	1.53606714267943	0.116751309163997	13.1567444825973	1.55649143551564e-39	9.2942840762486e-37
Axl	Axl	3287.13910141067	0.857856661826351	0.0656860438869332	13.0599532421681	5.57620243848633e-39	3.1909818454238e-36
Lrrk2	Lrrk2	784.829316282749	1.31011260298091	0.100348857381686	13.0555806729096	5.90580056493418e-39	3.24441059835224e-36
Il22	Il22	698.370264516772	1.4421732297222	0.112865077234905	12.7778517948526	2.1800806462487e-37	1.15158567675306e-34
Abcd3	Abcd3	2346.89357631244	0.870367181555525	0.0683678177966605	12.7306561713608	3.99467837268803e-37	2.03195973224065e-34
Slc15a3	Slc15a3	718.352529726954	1.37485649195189	0.10807993993178	12.720737010214	4.5356183323647e-37	2.22472079202488e-34
Cd5l	Cd5l	658.273119435234	1.38916316984637	0.109530718204167	12.6828636990853	7.35931251755415e-37	3.48526890055478e-34
Il2	Il2	746.800086336859	1.44889154271286	0.114431075341688	12.6616964700062	9.63935067940159e-37	4.41289474103005e-34
Arrdc3	Arrdc3	262.539920931803	-2.26014085578952	0.180429665684917	-12.5264370867725	5.35131883764029e-36	2.37080686826296e-33
Cldnd1	Cldnd1	1450.35838910401	-1.10580870327787	0.0883353059576162	-12.5183095398849	5.92843481513554e-36	2.54441011722098e-33
Timp1	Timp1	4140.13959793455	0.88053726918502	0.0708941332817812	12.4204532649432	2.02411440596507e-35	8.42399613682553e-33
Il7r	Il7r	2239.94876873045	-0.947767160986122	0.0776917801367228	-12.1990660957727	3.14409240269949e-34	1.27002838407867e-31
Marcksl1	Marcksl1	973.9969786119	1.17796624164344	0.0978245607154333	12.0416205606084	2.14696099139283e-33	8.42467493022548e-31
Ndrg1	Ndrg1	3212.8566963337	-0.781488548161458	0.0659615994877366	-11.8476288360283	2.21366116166549e-32	8.44511733175386e-30
Bzrap1	Bzrap1	281.466931207246	-2.14649860733082	0.181664815137568	-11.8157090887708	3.23805309090777e-32	1.2019303013656e-29
Kbtbd11	Kbtbd11	3530.68427769032	-0.747195772193769	0.0633398244245559	-11.7966189357496	4.0631083482319e-32	1.46849289617413e-29
Trib2	Trib2	2459.12594142773	-0.887540856153092	0.0764511534559078	-11.6092539619428	3.69828159501765e-31	1.30236408784545e-28
Tgm2	Tgm2	16624.3333567892	-0.788469241365469	0.0682882693129687	-11.5461886689773	7.71671999870182e-31	2.64953581155427e-28
Serpine1	Serpine1	732.66028463189	1.19590347158763	0.103646292587063	11.5383140268434	8.45664792868227e-31	2.83277079640298e-28
Hist1h2bb	Hist1h2bb	5279.33992027398	-0.699729063363234	0.0612262556226772	-11.4285784137364	3.00996097521021e-30	9.8425723889374e-28
Hist1h2bg	Hist1h2bg	4016.83773579524	-0.735697632907638	0.0646169288453456	-11.3855245994198	4.93702345157531e-30	1.57686232753338e-27
Pdgfb	Pdgfb	1643.09093158025	0.909176891386064	0.0806886179339149	11.2677217018476	1.89407577486599e-29	5.91209924818397e-27
Abca1	Abca1	1218.79899292346	0.980228920743116	0.087493499236941	11.2034485909468	3.92164137847435e-29	1.19688494871037e-26
Hist1h1a	Hist1h1a	2631.41212759189	-0.790763887016585	0.0708438099834283	-11.1620745298927	6.25154991901957e-29	1.86649536060467e-26
Zbtb32	Zbtb32	2252.4949134221	0.885342222730832	0.0797963771164275	11.0950177780511	1.3263363995274e-28	3.87572427895942e-26
Slc38a2	Slc38a2	2171.33577943158	0.858245775562498	0.0773996084988992	11.0885028000459	1.4265533890996e-28	4.08172588456124e-26
Rbm3	Rbm3	3307.22802786477	-0.704641963290721	0.0638338527550219	-11.0386876692992	2.48637953604339e-28	6.96896664245304e-26
Atxn1	Atxn1	1355.84727594029	0.996900685236865	0.0910805105315168	10.9452689649989	7.00096282685891e-28	1.92302446928161e-25
Mir155hg	Mir155hg	1224.92622350301	0.950066092106495	0.087654734683426	10.8387310227765	2.25578241962928e-27	6.07468936297815e-25
Traf1	Traf1	2813.83671256649	0.740246480759752	0.0686696209272476	10.7798247720635	4.28701636906142e-27	1.13226697716711e-24
Nfkb2	Nfkb2	4202.4338050968	0.669100857795341	0.0621274626308885	10.7698082210536	4.77995802706838e-27	1.23864044422183e-24
Slc6a6	Slc6a6	3604.96441900867	0.669145786318974	0.0624057264505963	10.7225061605317	7.9810963224606e-27	2.02985883134581e-24
Slamf6	Slamf6	479.454187102309	1.42536630230323	0.133339222141491	10.6897751420113	1.13646167930811e-26	2.83784812793046e-24
Gstt3	Gstt3	566.712601122465	1.19130531776521	0.111573233177412	10.6773397511114	1.29942034630948e-26	3.186828399324e-24
Sytl1	Sytl1	536.241484499097	-1.26780853603416	0.119761304375828	-10.5861283211779	3.45591642327756e-26	8.32693967671824e-24
Gramd1b	Gramd1b	2008.99592763373	0.765652642005909	0.0727290541678614	10.5274659593229	6.45487490921113e-26	1.52846986212251e-23
Cd200	Cd200	3674.83452346011	0.764347692588308	0.0740097446717701	10.3276628770732	5.28321278074891e-25	1.22982448018314e-22
Ctla2a	Ctla2a	2169.64611016428	-0.819885938141713	0.079464139787751	-10.3176846855906	5.8619674658214e-25	1.34180435292652e-22
Crtam	Crtam	150.090091200001	2.16426413398712	0.210029210532795	10.3045863406185	6.71800723976606e-25	1.51254281034339e-22
Nr4a2	Nr4a2	418.524896608832	1.29552467270839	0.126004775248305	10.2815521884422	8.53419595541286e-25	1.89046205244581e-22
Tspan6	Tspan6	525.552390236628	1.26774588609765	0.123630349121826	10.2543258601366	1.13162861980584e-24	2.46695039117673e-22
Ehd3	Ehd3	385.583344551432	1.41954308214661	0.138548002240439	10.2458574587247	1.23524692996496e-24	2.65076270877169e-22
Stat5a	Stat5a	6092.59796532127	0.608190987771669	0.0593765030691033	10.2429573372458	1.27285048010258e-24	2.68943515288135e-22
Ispd	Ispd	94.9489188287515	2.87023066208164	0.280865225661617	10.2192453883189	1.62601712260531e-24	3.38359381240324e-22
Ece1	Ece1	1360.12589036516	0.88569095420536	0.0872118384690972	10.1556276046078	3.12791140233964e-24	6.41175152234815e-22
Spn	Spn	11080.1442292534	0.562728140899737	0.0554959830255783	10.139979692591	3.67175903085943e-24	7.41587331320933e-22
Zeb2	Zeb2	321.454898562312	1.42710611365323	0.142450768728494	10.0182408729099	1.26738578053736e-23	2.52264874056523e-21
Egfr	Egfr	424.198769990007	1.31093526043136	0.131122767930753	9.9977698848127	1.55867580334324e-23	3.05725337186566e-21
Itga3	Itga3	3451.30759232389	0.625670151695527	0.0625895916372898	9.9963929357667	1.58049358819326e-23	3.05725337186566e-21
Muc1	Muc1	77.6855970364025	3.88121904300461	0.389519830092822	9.96411156289454	2.18821481707104e-23	4.17401976356301e-21
Ier5	Ier5	1077.79449847568	0.86609051854336	0.0874745420807615	9.90105804433633	4.118940746147e-23	7.74925098734012e-21
Twsg1	Twsg1	3415.94666115287	0.628081629440154	0.0635725357825703	9.87976367009031	5.09529338370412e-23	9.45658909889086e-21
Gbe1	Gbe1	791.802446826662	-1.02925016330303	0.104284089217086	-9.86967591154254	5.63463661186342e-23	1.03181465636443e-20
Lad1	Lad1	789.392728044458	0.939989459564603	0.0975766933789211	9.63333996074583	5.78189522893808e-22	1.04484932992415e-19
Cd9	Cd9	806.829947911736	0.925756247026557	0.0971763392888162	9.52656020798573	1.62581099972767e-21	2.89985561951426e-19
Il3	Il3	242.735019738916	1.68799703890941	0.177416859716358	9.51429893195076	1.82942243483667e-21	3.22119073333933e-19
Hist1h2ab	Hist1h2ab	3047.22674375044	-0.634792340952455	0.0669297582922993	-9.48445590047038	2.43650844574759e-21	4.2358236701136e-19
Trim66	Trim66	118.506528690061	2.23956528121143	0.236482797900362	9.47030947322872	2.79015815790025e-21	4.79000401757525e-19
Stard13	Stard13	169.167684749109	1.91585684577264	0.204050877430143	9.3891134892499	6.05073699634599e-21	1.025936072936e-18
Zbtb38	Zbtb38	1309.44971962521	0.758496095591329	0.0813214747055693	9.32713158901167	1.08774774526241e-20	1.82184482115048e-18
Rgs16	Rgs16	494.699612196284	1.0951039803549	0.117517228095391	9.31866755286288	1.17810442034256e-20	1.94940796493792e-18
Itgb7	Itgb7	2847.29192308793	-0.68448296343669	0.0735316396687694	-9.30868625424392	1.29423217127526e-20	2.11606960003506e-18
Lgals3	Lgals3	553.925458852642	1.03811548666871	0.111585263461265	9.30333858134476	1.36103466689685e-20	2.19911177825428e-18
Spp1	Spp1	91.0779237337414	2.62352152264094	0.282295076502563	9.29354332050179	1.49235619911299e-20	2.38325814402532e-18
Serpinb6b	Serpinb6b	2596.64948543778	0.772850013464388	0.083641139010691	9.24007040800344	2.46335089378015e-20	3.88869668680191e-18
Bcl2a1d	Bcl2a1d	386.15569082926	1.25947361136233	0.136645417189871	9.21709368132175	3.05261809796359e-20	4.76416556334454e-18
Fhl2	Fhl2	295.901055153355	1.38238151057827	0.150133310243819	9.20769353805134	3.33207447118154e-20	5.14187761654014e-18
Nfkbia	Nfkbia	4699.39293815473	0.572644960775657	0.0624092862394976	9.17563707711884	4.48912065152402e-20	6.85039811422566e-18
Acvrl1	Acvrl1	435.246203765492	-1.26229853731656	0.138426965637322	-9.11887746368566	7.59064506082577e-20	1.14560350841078e-17
4932438H23Rik	4932438H23Rik	402.333255630627	-1.23185097855359	0.13517230633083	-9.11319050470796	7.99941765491e-20	1.19417393557102e-17
Myo10	Myo10	1794.97060875347	0.678316126755412	0.07448128554508	9.10720218899631	8.45337555791776e-20	1.24837268723057e-17
Tnfsf11	Tnfsf11	1472.34282496771	0.812405422455086	0.0892509580037285	9.10248405872739	8.82889674967016e-20	1.28995816978692e-17
Elk3	Elk3	1821.25580680155	0.666798405367938	0.0733249045265002	9.09375074776882	9.56800529396837e-20	1.38323141797223e-17
Hist1h4k	Hist1h4k	3642.87333471016	-0.660424732950654	0.0726480294482231	-9.09074530949726	9.83624407068317e-20	1.40719766736211e-17
Gfi1	Gfi1	1284.82221406373	0.780973972588932	0.0861221554233533	9.06821210813727	1.20985859359744e-19	1.7130100953059e-17
Ptpn4	Ptpn4	1168.42827802438	0.842592449249508	0.0932869931588299	9.03226077632189	1.68161124376037e-19	2.35665804304132e-17
Hist1h3e	Hist1h3e	5718.93751983509	-0.605478843690157	0.0670566259710758	-9.02936637389607	1.7266865828934e-19	2.39538520499575e-17
Hsph1	Hsph1	890.02999894734	0.835398828448927	0.0926530027065839	9.01642476816958	1.94327776834968e-19	2.66889768705145e-17
Scaper	Scaper	915.960852073924	-0.832447134863443	0.0924461733062508	-9.0046683934202	2.16318547719791e-19	2.94150389542932e-17
Emp1	Emp1	307.235796548658	-1.32448002265564	0.147112069551852	-9.00320433728112	2.19223808622768e-19	2.94513750220031e-17
Klf10	Klf10	321.804278936813	-1.32225362782609	0.146878212763471	-9.00238097229176	2.20874590597518e-19	2.94513750220031e-17
Nrn1	Nrn1	3565.63480295226	0.561165283359765	0.0627530494779248	8.94243846360281	3.8067579898262e-19	5.02711675310318e-17
Slfn5	Slfn5	576.993388046945	0.993214625098295	0.111148006980348	8.93596432434374	4.03642215835727e-19	5.27964018313131e-17
H2afy	H2afy	7448.972682216	-0.515607250056745	0.0583238656968473	-8.84041624978599	9.53626487458771e-19	1.23557605459988e-16
Jade2	Jade2	1085.71053019557	0.768010757545372	0.0869174377923325	8.83609523074462	9.91222925451907e-19	1.27228557552864e-16
Hmgn2	Hmgn2	701.931523368305	-0.939562222365145	0.106418286864902	-8.82895459083941	1.05658604499566e-18	1.34362525388615e-16
Il24	Il24	323.712771079033	1.25032284993973	0.142386607924217	8.78118292280124	1.6176421123981e-18	2.03822906162161e-16
Arl4c	Arl4c	994.551071025594	-0.798927048011605	0.0913472776630822	-8.74604113500023	2.20968585253282e-18	2.75889322715324e-16
Bcl2l1	Bcl2l1	2939.69029188814	0.604420359428184	0.0691417464051582	8.74175719957071	2.29512323813647e-18	2.83974977951047e-16
Ksr1	Ksr1	897.012959056521	0.855368352994776	0.0981349771388778	8.71624346316688	2.87584546202387e-18	3.52650549780677e-16
Nedd4	Nedd4	1793.95642297878	-0.639796571686276	0.0737515577235467	-8.67502452062795	4.13461380893487e-18	5.00866942820144e-16
Unc93b1	Unc93b1	520.102993664593	0.994734601275413	0.114674785566945	8.67439687249041	4.15748008457088e-18	5.00866942820144e-16
Cdh17	Cdh17	774.789667165071	0.847781346942477	0.0996118054764044	8.51085213130984	1.72659710972138e-17	2.06200736564465e-15
Igfbp4	Igfbp4	2899.15222113012	-0.56964759703201	0.0669681288931411	-8.50624926285426	1.79650513524031e-17	2.12700013167159e-15
Espn	Espn	1127.20519694619	-0.732599685181342	0.0861584546018417	-8.50293437326441	1.84857421046645e-17	2.16994172705524e-15
Penk	Penk	248.771556896806	1.41864226411921	0.167184503288658	8.48548900294786	2.14813444591517e-17	2.50021004069482e-15
Serinc5	Serinc5	1515.99883794047	0.695165048027981	0.0819478857309633	8.4830138304022	2.19434565577062e-17	2.53253304507174e-15
Hspa4l	Hspa4l	2293.68161629164	0.65088584054399	0.0767610693508366	8.47937432410061	2.26408160312396e-17	2.59124139477538e-15
Col5a3	Col5a3	490.151831361228	1.02641616656234	0.121077139226745	8.47737378928435	2.30334011479939e-17	2.6143862096409e-15
Flnb	Flnb	8222.96014509374	0.476272832437669	0.0566167753600342	8.41222110247329	4.02318591687934e-17	4.5290520805263e-15
Hist1h3c	Hist1h3c	2991.6779308864	-0.569571134370813	0.0678821569478765	-8.39058686376391	4.83721375642689e-17	5.40116209193227e-15
Tbx21	Tbx21	283.751718473193	1.31219355569337	0.15673447354552	8.37208002815201	5.66099764434841e-17	6.27001142318396e-15
Egr2	Egr2	550.956603652317	0.934546639256588	0.111777075279506	8.36080776777968	6.22902729455146e-17	6.84395686906958e-15
Lgals7	Lgals7	240.533479661582	1.36368277198941	0.163134982484631	8.35922958533976	6.31291508448061e-17	6.88107744208386e-15
Dusp6	Dusp6	879.622748755701	0.805913513500554	0.0964530667596878	8.35549911034434	6.51566257120645e-17	7.04615037424799e-15
Npepps	Npepps	1299.09548841145	0.710690764378075	0.0851549191744438	8.34585683678699	7.06994097710469e-17	7.5858257327778e-15
Rilpl2	Rilpl2	1918.52441069657	0.656998372824185	0.0787328911951427	8.3446493943146	7.14254636120806e-17	7.60432028874663e-15
Hivep3	Hivep3	270.484262361712	1.28572043822258	0.154364123539442	8.32914027393199	8.14315347616424e-17	8.6029284493569e-15
Nid1	Nid1	87.3353501604137	2.32029590040755	0.278702984778583	8.32533566962305	8.40901147344781e-17	8.81598195239177e-15
Ajuba	Ajuba	183.183453186296	1.59119464747022	0.192191042500768	8.27923417639957	1.23969936891943e-16	1.28985084338936e-14
Ccr5	Ccr5	275.841623606957	-1.2949037608918	0.157019604743454	-8.24676487377153	1.62740178313053e-16	1.68050647289585e-14
Ifitm3	Ifitm3	237.78952312296	1.37007821462065	0.166306525467333	8.23827093236802	1.74717185007839e-16	1.79072076037139e-14
Serpinb1a	Serpinb1a	296.752165540358	-1.33139827436707	0.161649898376475	-8.23630752471183	1.77607051853283e-16	1.80685574085407e-14
Ddt	Ddt	1158.73708743578	0.708517903731116	0.0862608074163994	8.21367113237126	2.14526622108791e-16	2.16640340297216e-14
Plxnb2	Plxnb2	625.708537415109	0.889775607051683	0.108964383937355	8.16574714507839	3.19451787065603e-16	3.20244587121094e-14
Hip1	Hip1	296.806011431686	1.21453103839116	0.148967992372736	8.15296641275971	3.55104260939389e-16	3.53405936213157e-14
Atp2a2	Atp2a2	5193.8913746651	0.493023467021886	0.0607222426653332	8.11932243245944	4.68793526689686e-16	4.63194985291809e-14
Ccl3	Ccl3	60.7184940325042	2.99109747288818	0.368499870438435	8.11695664731014	4.78019432146389e-16	4.68937062935608e-14
Hist1h1d	Hist1h1d	8942.04176662937	-0.47143421998176	0.0580918236256056	-8.11532829508148	4.84473279899392e-16	4.71897590506259e-14
Mbnl3	Mbnl3	749.939942607819	0.873804273168803	0.108040796654661	8.08772519478738	6.07893676463755e-16	5.87944489616423e-14
Inhba	Inhba	268.534176785577	1.30523059967	0.161524081060708	8.0807183120852	6.43863808106563e-16	6.18379408429058e-14
Hist1h2ae	Hist1h2ae	1058.78109432301	-0.728148616089732	0.0901927452438693	-8.07325039415215	6.84510295666115e-16	6.52851694491558e-14
Sat1	Sat1	2412.97022185993	0.64688932825384	0.0801434210830781	8.07164605043828	6.93566920762996e-16	6.56927454466137e-14
Ly6c1	Ly6c1	99.2562502856592	2.10626843895805	0.261031054333591	8.06903394822246	7.0856563928446e-16	6.66537019858409e-14
Lgals3bp	Lgals3bp	661.520110481377	0.835660753129313	0.103607758533129	8.06561945708058	7.28654482222928e-16	6.80771473391135e-14
Muc13	Muc13	92.2927240790868	2.21584655898821	0.274894249006597	8.06072359460321	7.58441477648305e-16	7.03813192839312e-14
Fam132a	Fam132a	1712.74506727169	-0.642562619173331	0.0799934341385297	-8.03269200895369	9.53568351807755e-16	8.78946828438101e-14
Cyp11a1	Cyp11a1	196.866689654615	-1.48478813277675	0.18497539105195	-8.0269495543856	9.99261488735827e-16	9.14923819086524e-14
Dgkg	Dgkg	221.846131914433	1.34055315236884	0.167249572680465	8.01528596386915	1.09881059475065e-15	9.99408258828173e-14
Pdpn	Pdpn	199.227605877725	-1.59339352843816	0.199311231728163	-7.99449942997373	1.30101360684119e-15	1.17553426818138e-13
Pak6	Pak6	116.046487744831	1.95846081362466	0.245046039274769	7.99221574615472	1.32534836713428e-15	1.18969506367465e-13
Hist1h4d	Hist1h4d	10180.2922926065	-0.482625608926603	0.0605542654190595	-7.97013398786432	1.58502425208461e-15	1.41355344663182e-13
Zfpm1	Zfpm1	518.019595126765	0.92196316341287	0.115829706451866	7.95964344255676	1.72535745574414e-15	1.52877801917355e-13
Cenpf	Cenpf	3015.23828934504	-0.552923005950254	0.0698728529437948	-7.91327364856593	2.50707451897915e-15	2.20718983613203e-13
Atp10d	Atp10d	761.86939518184	0.784123880564859	0.0992205908075292	7.90283422204091	2.72632078239737e-15	2.38492290607933e-13
Megf8	Megf8	242.296969960264	1.35056543763648	0.1710794290807	7.89437657638782	2.91769967964009e-15	2.53618274684665e-13
Npnt	Npnt	61.1505708134255	2.71816116810282	0.344498602375806	7.89019505262791	3.01714597170707e-15	2.60613099216509e-13
Mast4	Mast4	377.745309297577	1.10642290574191	0.140282208194729	7.88712210892816	3.09234798430855e-15	2.65439420103085e-13
Nsf	Nsf	3141.72766504154	0.526216723245344	0.0667297866397595	7.88578459101215	3.12565379836465e-15	2.66631858799628e-13
