Gene	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Furin	Furin	3953.70560590988	2.64175559228772	0.0688036550271821	38.3955705731628	0	0
Il17f	Il17f	14550.878472941	5.93112843784138	0.0599914167764466	98.8662838209552	0	0
Timp1	Timp1	2907.54127787947	3.44757528210746	0.0753136424369215	45.7762388135052	0	0
Ifi27l2a	Ifi27l2a	3971.74964998232	-1.81341959892711	0.0591088919591637	-30.6793028734144	1.07495360992633e-206	3.71100859986816e-203
Crispld2	Crispld2	942.989348404464	2.90552148851392	0.0987273552740688	29.4297510598572	2.2866668118926e-190	6.31531640108499e-187
Enpp2	Enpp2	596.474594527736	4.18696328543122	0.145348519548953	28.8063703601815	1.78498651803301e-182	4.10814647125296e-179
Il22	Il22	529.03280470147	4.52622683521139	0.159695160425329	28.3429179892261	1.02333486305013e-176	2.01874730340846e-173
Stom	Stom	1346.47963685296	2.18512684191238	0.0812736733968054	26.8860351770228	3.1989064153731e-159	5.52171233623589e-156
Igfbp7	Igfbp7	1054.32666243471	2.7530008493012	0.102413476845009	26.8812360844614	3.64007426856756e-159	5.58508728607216e-156
Cd24a	Cd24a	777.77519656283	2.68481126794907	0.105468736000523	25.455991697253	6.05952777151031e-143	8.36760189967859e-140
Il17a	Il17a	3639.82472198901	7.38003262886185	0.310396857764569	23.7761190045921	5.90019223738052e-125	7.4068867823625e-122
Cd5l	Cd5l	506.985537100993	3.79040754402834	0.16083293800289	23.567358720763	8.33381633157173e-123	9.59013914355616e-120
Stra6	Stra6	592.775429957534	3.01778006489204	0.129430516128136	23.315831190107	3.06321210865854e-120	3.25383815449737e-117
Rora	Rora	1744.09827400125	1.72518989765423	0.0777456862358016	22.1901687563957	4.27386716979911e-109	4.21555941055399e-106
Txnip	Txnip	5533.97504478983	-1.20551092456928	0.0562341091681633	-21.4373614591156	5.9915816519077e-102	5.40050497212928e-99
Ifi27	Ifi27	1630.97756324444	-1.67294662167677	0.0780461865285575	-21.4353409959964	6.25737414396904e-102	5.40050497212928e-99
Irf8	Irf8	1220.06561060704	1.6210774555058	0.0806324517264476	20.1045288937195	6.73570133711365e-90	5.47137057436485e-87
Fam213a	Fam213a	882.137834371649	1.89632906771925	0.0956509580158012	19.8255104502558	1.79352274380512e-87	1.37593086495583e-84
Crabp2	Crabp2	920.684084495981	1.8144590721947	0.0924501024123826	19.6263608676292	9.20782006458419e-86	6.69214669851806e-83
Gatm	Gatm	1218.6370765618	1.57446593956435	0.0808252632107495	19.4798739530111	1.62679508398361e-84	1.12322066573648e-81
Ctla4	Ctla4	11079.9122551399	0.879062297803235	0.0471907788380771	18.6278404266119	1.91080127396065e-77	1.25648832343441e-74
Stat5a	Stat5a	5442.80464043692	1.02864472559292	0.0556458145388141	18.485572259445	2.69821107531894e-76	1.69361803359451e-73
Nkain1	Nkain1	286.326253870933	3.1525191871992	0.173306742566238	18.1904012533978	6.14883696132516e-74	3.69170824343214e-71
Il23r	Il23r	870.705723244844	1.68907192924848	0.0931795783033292	18.1270613154099	1.94900319253986e-73	1.12140771190762e-70
Cdh17	Cdh17	605.805571532343	2.14660020594147	0.118725978554127	18.0802907003444	4.55673372681789e-73	2.51695744134513e-70
Ms4a4b	Ms4a4b	1878.72194063507	-1.22328589061697	0.0707089451439355	-17.3002989667976	4.67954207539497e-67	2.48537678919728e-64
Dennd3	Dennd3	554.726105039327	2.0743617525913	0.119989056255553	17.2879245601642	5.80033369683112e-67	2.96654844516818e-64
Mfhas1	Mfhas1	4066.44070995488	0.937028169046201	0.0542461415917908	17.2736371942812	7.43080070990558e-67	3.66471167868165e-64
Timd2	Timd2	234.808721095805	3.44445711331326	0.209311406019566	16.4561367142662	7.57856496971628e-61	3.60870357471766e-58
Gem	Gem	1493.42049668027	1.22558528333557	0.0745383713372339	16.4423405200344	9.51713045019498e-61	4.38073514622475e-58
Gcnt2	Gcnt2	185.710407012522	3.70398096188994	0.231934725594613	15.9699284028901	2.07023392716655e-57	9.01821267826819e-55
Il24	Il24	253.371242824294	3.09031119552169	0.19352782734584	15.9683040826951	2.12485061485204e-57	9.01821267826819e-55
Slc15a3	Slc15a3	679.271117960507	1.64519162303088	0.103034269818114	15.9674215766767	2.15512360332284e-57	9.01821267826819e-55
Ccr6	Ccr6	451.499216528148	2.22678635462905	0.140023716269013	15.9029228330932	6.04760890442997e-57	2.45621856944922e-54
Alpk2	Alpk2	393.737017981206	2.22155536281018	0.14095443022112	15.7608055264751	5.78903873019511e-56	2.28402388072183e-53
Il2ra	Il2ra	9544.68930533331	0.755572890612914	0.048345982778465	15.6284524005885	4.65983626552794e-55	1.78743552751876e-52
Maf	Maf	207.611008065488	3.25112943246296	0.209380407075159	15.5273813719158	2.26439364801252e-54	8.45108429335269e-52
Irf4	Irf4	11622.8010283546	0.692749434717042	0.0450770474395816	15.3681191219447	2.6783222185072e-53	9.73288197772788e-51
Pdgfb	Pdgfb	1527.06523863612	1.20454888115259	0.0788181457001541	15.2826340997037	9.98228698417933e-53	3.53449746062903e-50
Oas3	Oas3	1582.33242893305	-1.13678402755093	0.0750014941251031	-15.1568184182406	6.82985976660327e-52	2.35783833792561e-49
Tspan6	Tspan6	471.567380347838	1.84023800739197	0.1215113717633	15.1445743775874	8.22856092090884e-52	2.77141945748366e-49
Rhoq	Rhoq	908.644697413602	1.53157316404632	0.1012812999828	15.1219737928564	1.16012477318502e-51	3.81432452212191e-49
Shisa5	Shisa5	12130.9284973357	-0.701464753810079	0.0464825478132865	-15.0909273869358	1.85812163953355e-51	5.96716319077181e-49
Pde7a	Pde7a	2613.69274515703	0.917124164101004	0.0609692285907788	15.0424104962304	3.87190417497214e-51	1.21516192618614e-48
Cldnd1	Cldnd1	591.109235431561	1.75694299144232	0.117146037866428	14.9978865989955	7.57944923722959e-51	2.32588032259785e-48
Slfn1	Slfn1	561.310452030623	-1.70892082788857	0.11466175224526	-14.9040180742503	3.10341393750684e-50	9.31631370935478e-48
Nfkbia	Nfkbia	4325.62243394654	0.862360378369253	0.0585197547119394	14.7362268111714	3.77283191191905e-49	1.10849012492958e-46
Adam19	Adam19	1945.67183127421	0.992895218363854	0.0675687205002336	14.6945984919223	6.98110445409147e-49	2.00837648763644e-46
Lrp1	Lrp1	344.218688122484	2.1694977026751	0.147971852470789	14.6615566842578	1.13637449946386e-48	3.20248887001967e-46
Xaf1	Xaf1	202.591058026922	-3.65431754507014	0.249972752069385	-14.6188635153955	2.12924925637326e-48	5.88056059625166e-46
