Gene	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ahr	Ahr	1900.65729034845	2.77632079006144	0.0729870708171908	38.0385287281255	0	0
Cldnd1	Cldnd1	1261.60797081996	2.86306715756236	0.0868958236209283	32.9482711396133	4.47863090117044e-238	3.09607754197912e-234
Timp1	Timp1	1906.90884287515	2.56892534440236	0.0781183152031151	32.885058231516	3.59450851475328e-237	1.65658915749929e-233
Il17a	Il17a	2950.1500857543	6.89060600484526	0.230495234779679	29.8947872455225	2.30005880084897e-196	7.95015324513446e-193
Il17f	Il17f	15053.3783815729	5.7895046621503	0.199335259760243	29.0440570780795	1.82910947739007e-185	5.05785352687903e-182
Furin	Furin	2427.46383839719	1.55735275600827	0.0636369443571004	24.472462839654	2.90232132335486e-132	6.6879157694507e-129
Slamf6	Slamf6	875.946659655285	-2.33791471495633	0.0987023191759095	-23.6865226113851	4.96494765021685e-124	9.80648088741402e-121
Wisp1	Wisp1	1060.05534092512	-1.96702475910962	0.086686584797628	-22.6912245268594	5.46936709061342e-114	9.45243367435265e-111
Crispld2	Crispld2	762.682389573104	2.35461117056095	0.104725855386654	22.4835706699896	6.01051640366438e-112	9.23348886634041e-109
Serpinb6b	Serpinb6b	3810.2207776391	-1.36036904244054	0.0605218359843598	-22.4773260809882	6.91828924185838e-112	9.5652267057934e-109
S100a6	S100a6	1217.30803658953	-1.79763932330251	0.0818388507688462	-21.9655983241987	6.14426575393008e-107	7.72278348307612e-104
Oas3	Oas3	1616.40611517538	-1.66432287694404	0.0762901685724141	-21.8156927437417	1.64657711323073e-105	1.89713126396067e-102
Ctla4	Ctla4	12782.4926079528	0.923536903519093	0.0428178924156	21.5689481993891	3.51597624095932e-103	3.73937596211566e-100
Rora	Rora	1862.31915830598	1.62128387427162	0.077040791396246	21.0444862375936	2.56886271853812e-98	2.53693542475057e-95
Sell	Sell	2036.27081285241	-1.43697636352253	0.0690424869478596	-20.8129287783002	3.30522878256978e-96	3.04653954318732e-93
Serpinb9	Serpinb9	829.179504592939	-1.96213092952882	0.0980748587549901	-20.0064619458754	4.83791498569978e-89	4.18056328701782e-86
Slfn1	Slfn1	594.83889156859	-2.14953057699291	0.111414926574577	-19.2930215284403	6.14733894945142e-83	4.99959460677149e-80
