SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,04,001,Arizona,Apache County,1,71518,35678,35840,5960,3001,2959,11114,5593,5521,5586,2867,2719,7215,3736,3479,51814,25740,26074,48858,24217,24641,27439,14127,13312,15931,8205,7726,17444,8456,8988,8268,3820,4448,5960,3001,2959,6022,3009,3013,6385,3265,3120,6780,3503,3277,4728,2419,2309,4020,2123,1897,3813,1978,1835,3908,2000,1908,4190,2104,2086,4793,2361,2432,4815,2302,2513,4156,2021,2135,3680,1772,1908,2937,1388,1549,2239,1101,1138,1470,662,808,854,375,479,768,294,474,32.4,31.3,33.7
050,04,001,Arizona,Apache County,2,71517,35679,35838,5961,3002,2959,11115,5594,5521,5586,2867,2719,7215,3736,3479,51811,25739,26072,48855,24216,24639,27440,14128,13312,15932,8206,7726,17441,8455,8986,8267,3819,4448,5961,3002,2959,6023,3010,3013,6385,3265,3120,6780,3503,3277,4728,2419,2309,4022,2124,1898,3813,1978,1835,3907,2000,1907,4190,2104,2086,4792,2361,2431,4814,2302,2512,4155,2020,2135,3680,1772,1908,2937,1388,1549,2238,1100,1138,1470,662,808,854,375,479,768,294,474,32.4,31.2,33.7
050,04,001,Arizona,Apache County,3,71829,35835,35994,5950,2999,2951,11150,5606,5544,5515,2818,2697,7357,3813,3544,52131,25909,26222,49214,24412,24802,27609,14235,13374,16007,8262,7745,17503,8492,9011,8347,3845,4502,5950,2999,2951,6047,3016,3031,6373,3248,3125,6784,3492,3292,4818,2481,2337,4057,2137,1920,3846,2012,1834,3909,1997,1912,4195,2116,2079,4769,2353,2416,4834,2321,2513,4196,2028,2168,3704,1790,1914,2952,1390,1562,2247,1097,1150,1491,673,818,876,387,489,781,298,483,32.4,31.3,33.7
050,04,001,Arizona,Apache County,4,72182,35911,36271,5787,2924,2863,11166,5562,5604,5196,2631,2565,7677,3985,3692,52755,26164,26591,50033,24794,25239,27762,14271,13491,16109,8275,7834,17682,8604,9078,8565,3930,4635,5787,2924,2863,6076,3011,3065,6310,3171,3139,6558,3347,3211,5095,2649,2446,4170,2170,2000,3954,2055,1899,3841,1947,1894,4144,2103,2041,4684,2353,2331,4843,2336,2507,4326,2026,2300,3829,1889,1940,2972,1398,1574,2290,1096,1194,1574,721,853,934,420,514,795,295,500,32.6,31.6,33.7
050,04,001,Arizona,Apache County,5,72229,35829,36400,5533,2770,2763,10994,5419,5575,5121,2601,2520,7890,4107,3783,53165,26346,26819,50581,25039,25542,27890,14312,13578,16195,8282,7913,17577,8548,9029,8919,4102,4817,5533,2770,2763,6030,2958,3072,6280,3139,3141,6385,3252,3133,5310,2778,2532,4226,2175,2051,3991,2062,1929,3870,1978,1892,4108,2067,2041,4506,2249,2257,4870,2379,2491,4432,2061,2371,3769,1859,1910,3117,1471,1646,2341,1112,1229,1638,754,884,1007,463,544,816,302,514,32.9,32.0,33.9
050,04,001,Arizona,Apache County,6,72322,35876,36446,5344,2731,2613,10903,5353,5550,4982,2541,2441,7944,4094,3850,53536,26490,27046,51093,25251,25842,27941,14371,13570,16259,8378,7881,17605,8525,9080,9285,4254,5031,5344,2731,2613,6045,2962,3083,6102,3033,3069,6134,3103,3031,5548,2890,2658,4343,2265,2078,4074,2112,1962,3846,1976,1870,3996,2025,1971,4390,2179,2211,4852,2375,2477,4513,2093,2420,3850,1878,1972,3160,1493,1667,2473,1164,1309,1703,791,912,1079,469,610,870,337,533,33.2,32.3,34.3
050,04,001,Arizona,Apache County,7,71796,35555,36241,5155,2611,2544,10666,5236,5430,4902,2470,2432,7743,3961,3782,53506,26468,27038,51073,25238,25835,27690,14252,13438,16275,8428,7847,17412,8444,8968,9643,4405,5238,5155,2611,2544,5937,2943,2994,5959,2900,3059,5889,2975,2914,5526,2849,2677,4497,2353,2144,4056,2139,1917,3818,1940,1878,3904,1996,1908,4211,2076,2135,4759,2370,2389,4535,2125,2410,3907,1873,2034,3281,1558,1723,2553,1176,1377,1817,855,962,1113,469,644,879,347,532,33.6,32.6,34.7
050,04,001,Arizona,Apache County,8,71012,35157,35855,4932,2448,2484,10400,5157,5243,4827,2387,2440,7410,3829,3581,53316,26403,26913,50853,25165,25688,27303,14083,13220,16220,8423,7797,17205,8325,8880,10018,4588,5430,4932,2448,2484,5762,2891,2871,5792,2822,2970,5725,2869,2856,5358,2791,2567,4595,2409,2186,4031,2113,1918,3814,1968,1846,3780,1933,1847,3960,1953,2007,4697,2298,2399,4610,2207,2403,3938,1867,2071,3436,1665,1771,2614,1181,1433,1908,913,995,1146,483,663,914,346,568,34.1,33.1,35.2
050,04,001,Arizona,Apache County,9,71381,35235,36146,4890,2438,2452,10268,5076,5192,4779,2343,2436,7253,3706,3547,53891,26604,27287,51444,25378,26066,27355,14090,13265,16493,8601,7892,17380,8343,9037,10318,4728,5590,4890,2438,2452,5613,2795,2818,5825,2841,2984,5677,2831,2846,5185,2658,2527,4740,2503,2237,4143,2174,1969,3853,2004,1849,3757,1920,1837,3943,1942,2001,4654,2269,2385,4699,2273,2426,4084,1859,2225,3571,1744,1827,2637,1200,1437,1931,890,1041,1235,531,704,944,363,581,34.5,33.5,35.7
050,04,001,Arizona,Apache County,10,71545,35313,36232,4917,2438,2479,10198,5041,5157,4602,2244,2358,6979,3568,3411,54171,26729,27442,51828,25590,26238,27279,14063,13216,16803,8794,8009,17452,8387,9065,10594,4841,5753,4917,2438,2479,5507,2767,2740,5796,2817,2979,5619,2779,2840,4857,2490,2367,4922,2616,2306,4254,2262,1992,3848,1974,1874,3779,1942,1837,3901,1919,1982,4512,2192,2320,4738,2306,2432,4301,1970,2331,3538,1709,1829,2787,1293,1494,1972,890,1082,1276,551,725,1021,398,623,34.9,33.9,36.1
050,04,001,Arizona,Apache County,11,71731,35284,36447,4804,2381,2423,10169,5070,5099,4550,2193,2357,6809,3380,3429,54473,26725,27748,52208,25640,26568,27281,13971,13310,17110,8963,8147,17392,8328,9064,10897,4969,5928,4804,2381,2423,5470,2741,2729,5887,2894,2993,5477,2656,2821,4694,2352,2342,4999,2655,2344,4395,2307,2088,3954,2073,1881,3762,1928,1834,3840,1872,1968,4305,2098,2207,4820,2328,2492,4427,2030,2397,3640,1757,1883,2809,1296,1513,2045,918,1127,1299,574,725,1104,424,680,35.2,34.2,36.3
050,04,001,Arizona,Apache County,12,71887,35482,36405,4833,2422,2411,10043,5040,5003,4549,2254,2295,6513,3222,3291,54669,26857,27812,52462,25766,26696,27284,14001,13283,17402,9129,8273,17213,8286,8927,11334,5129,6205,4833,2422,2411,5390,2739,2651,5833,2905,2928,5368,2600,2768,4514,2272,2242,5069,2680,2389,4474,2336,2138,4068,2178,1890,3791,1935,1856,3817,1870,1947,4087,1972,2115,4758,2320,2438,4551,2124,2427,3784,1783,2001,2913,1358,1555,2098,920,1178,1410,639,771,1129,429,700,35.6,34.5,36.8
050,04,003,Arizona,Cochise County,1,131346,66977,64369,8506,4405,4101,14720,7504,7216,7024,3655,3369,12113,6795,5318,104741,53338,51403,101096,51413,49683,48623,26196,22427,31167,16595,14572,35128,17161,17967,22688,10862,11826,8506,4405,4101,8181,4164,4017,8220,4189,4031,9245,4976,4269,8211,4625,3586,8919,4930,3989,7560,4006,3554,7294,3881,3413,7394,3778,3616,8424,4243,4181,9158,4386,4772,8924,4337,4587,8622,4195,4427,7465,3604,3861,5825,2928,2897,4163,2064,2099,2909,1365,1544,2326,901,1425,39.7,37.8,41.8
050,04,003,Arizona,Cochise County,2,131359,66985,64374,8506,4405,4101,14720,7504,7216,7024,3655,3369,12123,6803,5320,104754,53346,51408,101109,51421,49688,48633,26203,22430,31167,16594,14573,35129,17161,17968,22690,10863,11827,8506,4405,4101,8181,4164,4017,8220,4189,4031,9247,4978,4269,8219,4631,3588,8918,4929,3989,7560,4006,3554,7294,3881,3413,7395,3778,3617,8425,4243,4182,9158,4386,4772,8924,4337,4587,8622,4195,4427,7467,3605,3862,5825,2928,2897,4163,2064,2099,2909,1365,1544,2326,901,1425,39.7,37.8,41.8
050,04,003,Arizona,Cochise County,3,131822,67301,64521,8551,4439,4112,14768,7528,7240,6991,3635,3356,12181,6816,5365,105131,53610,51521,101512,51699,49813,48867,26355,22512,31365,16752,14613,35141,17188,17953,22825,10943,11882,8551,4439,4112,8206,4179,4027,8232,4197,4035,9219,4954,4265,8283,4649,3634,9020,4990,4030,7649,4074,3575,7314,3899,3415,7382,3789,3593,8394,4234,4160,9118,4373,4745,8972,4360,4612,8657,4221,4436,7484,3619,3865,5874,2949,2925,4176,2076,2100,2944,1387,1557,2347,912,1435,39.6,37.8,41.7
